ORDER,RECIPE,SHORTNAME,RECIPE KIND,REF RECIPE,FILTERS,ARGS
1,apero_extract_spirou.py,EXTQUICK,extract-quick,No,"KW_OBJNAME: SCIENCE_TARGETS |br| KW_DPRTYPE: OBJ_DARK, OBJ_FP, POLAR_DARK, POLAR_FP","{files}=[OBJ_DARK, OBJ_FP, POLAR_DARK, POLAR_FP]"
