ORDER,RECIPE,SHORTNAME,RECIPE KIND,MASTER RECIPE,FILTERS,ARGS
1,apero_extract_nirps_ha.py,EXTOBJ,extract-science,No,"KW_OBJNAME: SCIENCE_TARGETS |br| KW_DPRTYPE: OBJ_FP, OBJ_DARK","{files}=[OBJ_DARK, OBJ_FP]"
