ORDER,RECIPE,SHORTNAME,RECIPE KIND,MASTER RECIPE,FILTERS,ARGS
1,apero_extract_nirps_ha.py,EXTTELL,extract-hotstar,No,"KW_OBJNAME: TELLURIC_TARGETS |br| KW_DPRTYPE: OBJ_FP, OBJ_DARK","{files}=[OBJ_DARK, OBJ_FP]"
