wavelength,strength,ID
965.1829428724031,83726.1820633811,@SPIROU
965.5904696364308,151416.1506405532,@SPIROU
966.3007835626208,21077.12458718011,@SPIROU
966.8075905714476,28492667.492000673,@SPIROU
967.1672968623835,11068.06874686585,@SPIROU
967.3066815846795,6621.155382180163,@SPIROU
968.5206943281759,14112.577067214195,@SPIROU
969.4840566824523,11991.568318207246,@SPIROU
969.8704958423261,17821.524319037773,@SPIROU
970.0060747381154,125960.11615292254,@SPIROU
972.758635341849,5922.88121654173,@SPIROU
972.9988120943882,106243.37503110136,@SPIROU
973.14179555414,49140.88409547589,@SPIROU
973.4031652938479,29216.294437203887,@SPIROU
974.9685312782489,73196.75841206212,@SPIROU
976.3327518648697,76925.0305982285,@SPIROU
976.4452353745532,6738.775120824001,@SPIROU
977.0036220129189,5117.828611521663,@SPIROU
977.8083708047325,12226.302781252696,@SPIROU
979.30601559115,12890.639086619287,@SPIROU
979.365884774786,15669.03399108527,@SPIROU
979.666113798409,9554.113729401266,@SPIROU
980.9357005302253,90438.84561345312,@SPIROU
981.0372178148057,17738.87705159663,@SPIROU
981.6334624721362,56570.07383050643,@SPIROU
982.0269546129957,4848.145166430271,@SPIROU
982.1686380972045,474435.77903980645,@SPIROU
982.352771751051,50606.315381733766,@SPIROU
983.3280335572749,30226.471020585366,@SPIROU
983.4610070920936,42592.702611712055,@SPIROU
984.8664201377107,10640.165322836461,@SPIROU
985.2554443940742,45021.889171006886,@SPIROU
986.8389136949827,53677.83267743461,@SPIROU
986.9820302587376,175626.5034913883,@SPIROU
987.1066217017528,291255.0704311113,@SPIROU
988.1537947689258,130439.16117104242,@SPIROU
988.4182294293568,83519.23239846385,@SPIROU
988.5431297058852,12516.479720791465,@SPIROU
989.919813856833,16618.06164162115,@SPIROU
990.8606540697053,106093.82206788767,@SPIROU
990.9887342341889,24852.85933808583,@SPIROU
991.0709184175411,30066.34589050919,@SPIROU
991.3972114490662,11800.6597765335,@SPIROU
991.9930324974607,176172.04845433336,@SPIROU
992.1240370277463,32982.80907529268,@SPIROU
992.1848395235122,35696.24095340959,@SPIROU
992.5378507205321,7190.174845376864,@SPIROU
993.4590906748796,7062.07759579143,@SPIROU
993.5483137138087,347766.2297125852,@SPIROU
994.3765323378608,11497.28837833164,@SPIROU
995.3021359006514,34429.76343637894,@SPIROU
995.521339435073,67226.40969480583,@SPIROU
995.8790097934002,9936.302073493454,@SPIROU
996.684077141575,429752.55327848706,@SPIROU
996.8015401863148,115973.12744387983,@SPIROU
998.7823909587573,128389.10839853044,@SPIROU
999.6210883275069,303911.9247992843,@SPIROU
999.8467953098425,9494.769673972269,@SPIROU
1001.3568930066405,172977.636944083,@SPIROU
1001.4157067118938,34845.46845655836,@SPIROU
1002.1895332513532,18090.085201342503,@SPIROU
1002.5236049316893,38848.64373605834,@SPIROU
1003.1052956386585,10818.19950956729,@SPIROU
1004.1570911461365,107326.32434580312,@SPIROU
1004.3271851908296,241972.10336107312,@SPIROU
1007.0115072736547,24503.719758343457,@SPIROU
1007.2784375842473,21954.39431267156,@SPIROU
1007.4011531164518,18142.68505419087,@SPIROU
1007.6353229924724,362592.44104304165,@SPIROU
1008.8800088770149,251906.8117171448,@SPIROU
1009.8036544767693,115005.66671319489,@SPIROU
1010.6263153857806,311094.8441647825,@SPIROU
1011.0952491366955,44564.77265419164,@SPIROU
1011.4880545904464,32597.074491558786,@SPIROU
1011.9463082518257,83961.42043198005,@SPIROU
1012.5261028747211,140715.5424654286,@SPIROU
1012.8963615346137,40007.55762050589,@SPIROU
1015.2183004018453,34462.994732505686,@SPIROU
1015.3146215239582,46154.952013815135,@SPIROU
1015.9392777135226,296929.8880502035,@SPIROU
1016.0696354324691,2956300.3551401654,@SPIROU
1018.7100073028029,178009.16788775643,@SPIROU
1019.5987113012661,45781.99946350155,@SPIROU
1020.2082016180676,10733.627484725257,@SPIROU
1020.3315357428511,33918.683147235235,@SPIROU
1020.6051880168387,16408.5637204262,@SPIROU
1023.9472492707389,18990.71476103879,@SPIROU
1024.8529995733131,548731.3873714316,@SPIROU
1024.975091718075,528368.9266326285,@SPIROU
1026.2358273912764,3269383.2990866974,@SPIROU
1027.816457733053,35847.432022690875,@SPIROU
1029.0313302675786,9667.495991318374,@SPIROU
1029.425146600514,89223.10766641686,@SPIROU
1029.8239709277004,3407827.2652406543,@SPIROU
1030.8105843077876,23937.891530360983,@SPIROU
1031.1181340726023,90402.31785023477,@SPIROU
1031.4471115161105,28998.357276307557,@SPIROU
1031.6594052910384,135760.9959332222,@SPIROU
1033.529555030851,32950.81978250478,@SPIROU
1033.8968293525897,17347.057556349515,@SPIROU
1034.5082680266983,11339.821088345429,@SPIROU
1034.9975131095039,14365.399629092895,@SPIROU
1035.1120939914401,223647.96146319754,@SPIROU
1035.6225864453297,142456.94443003263,@SPIROU
1036.0219511132696,28412.467757425315,@SPIROU
1037.562480593886,254910.41698869324,@SPIROU
1038.1123672695212,291063.40875719476,@SPIROU
1039.4026769046736,39501.57989997312,@SPIROU
1040.1953299763554,40683.664217954225,@SPIROU
1041.2321627105262,226060.37578955767,@SPIROU
1042.0038645102343,29137.68021985629,@SPIROU
1043.290035885383,51819.46726060437,@SPIROU
1043.6640263078507,29506.70860754809,@SPIROU
1043.7945807593173,36212.422737899826,@SPIROU
1043.9398634739882,34360.435891625646,@SPIROU
1044.4663827868078,415519.37498013343,@SPIROU
1044.8804303491386,5691.103512109751,@SPIROU
1045.1936063162932,22164.20770104629,@SPIROU
1046.5865739803535,37002.85903070012,@SPIROU
1048.8113426765053,9559.381427014756,@SPIROU
1048.9768359588431,37570.13206625657,@SPIROU
1049.501218118821,40019.767425044825,@SPIROU
1050.8599956322178,21416.682024015518,@SPIROU
1051.3860158248656,19741.431769486895,@SPIROU
1052.0397748768833,635981.9119035986,@SPIROU
1052.2276584368701,20805.619318469096,@SPIROU
1052.605172697623,325020.2807568299,@SPIROU
1053.7709470548796,44949.17794247904,@SPIROU
1054.172429303713,180512.39041804924,@SPIROU
1054.5225664186314,12762.507009069534,@SPIROU
1054.8110962824567,146091.81052915726,@SPIROU
1055.1926606134102,18766.17578926822,@SPIROU
1055.4757875283135,113854.65917861197,@SPIROU
1055.6343059546264,7894.972682177007,@SPIROU
1055.7824744545458,6717712.7573126005,@SPIROU
1056.5304948201594,14535028.803626064,@SPIROU
1056.8712356785409,20544.049795944153,@SPIROU
1057.2464385166618,19379.528122617492,@SPIROU
1057.9352650880705,42215.37624700831,@SPIROU
1058.171754958384,22527.448702614216,@SPIROU
1058.5308457483743,11212.226367874584,@SPIROU
1058.6980658464765,47162.98788536335,@SPIROU
1060.1163886630757,258678.24908270116,@SPIROU
1060.6727085957004,17423.56001286521,@SPIROU
1061.2972544028028,29656.875023989574,@SPIROU
