wavelength,emissivity
1800.0013917161068,1.013818405757722
1800.0073958844766,1.0097586798464577
1800.0134000728742,1.007310943324045
1800.0194042812996,1.0057376518533265
1800.0254085097529,1.0046668076182017
1800.0314127582342,1.003979101402517
1800.0374170267432,1.0034732717421126
1800.043421315281,1.0031000269059338
1800.0494256238462,1.002818775259351
1800.0554299524404,1.0026154676714463
1800.0614343010625,1.0024711236579344
1800.067438669713,1.0023512712890519
1800.0734430583918,1.0022780923823
1800.0794474670993,1.002223981387263
1800.0854518958354,1.0021985954394184
1800.0914563446001,1.00220362062494
1800.0974608133936,1.0022308007271565
1800.1034653022161,1.0022864271439174
1800.109469811067,1.0023708882108189
1800.115474339947,1.002495592323788
1800.121478888856,1.0026873905447502
1800.1274834577941,1.0029618910205056
1800.1334880467614,1.0033816341355644
1800.1394926557577,1.003997103027554
1800.1454972847832,1.0050161553507526
1800.151501933838,1.0066185424628225
1800.1575066029227,1.0090426890993058
1800.1635112920362,1.011934859654694
1800.1695160011795,1.013154506401536
1800.1755207303527,1.0108774076544886
1800.1815254795551,1.0081493138223867
1800.1875302487872,1.0062476070271231
1800.1935350380495,1.0053770052508129
1800.1995398473412,1.0061022446436656
1800.2055446766633,1.0065883527288075
1800.211549526015,1.004361721554636
1800.217554395397,1.003472487284129
1800.223559284809,1.003200935842872
1800.229564194251,1.0030865940922093
1800.2355691237233,1.0030612549984956
1800.2415740732263,1.003075384327205
1800.2475790427593,1.0031263192420121
1800.2535840323228,1.0032048761918329
1800.259589041917,1.0033087886518472
1800.2655940715415,1.0034349537164207
1800.2715991211971,1.0035857106639499
1800.2776041908833,1.0037634105184767
1800.2836092806,1.0039642846721635
1800.2896143903479,1.0042000822879855
1800.2956195201266,1.004467288858091
1800.3016246699362,1.0047682043331696
1800.3076298397768,1.0051103256040903
1800.3136350296488,1.0054903554436867
1800.319640239552,1.0059361209896893
1800.325645469486,1.0064505379146667
1800.3316507194515,1.0070309517642706
1800.3376559894484,1.007715480852251
1800.343661279477,1.0085026679698532
1800.3496665895368,1.0094280670252016
1800.3556719196285,1.0105116498359967
1800.361677269752,1.0117864594896477
1800.3676826399067,1.0132895174409933
1800.3736880300935,1.0150794878578564
1800.379693440312,1.0172032438511434
1800.3856988705625,1.019729913297238
1800.391704320845,1.0226312628659018
1800.3977097911597,1.025921600277851
1800.4037152815067,1.029564839773171
1800.4097207918853,1.0329652862699623
1800.4157263222965,1.0359261112337963
1800.4217318727399,1.0377475309477773
1800.4277374432158,1.038416418162664
1800.433743033724,1.0385692245392604
1800.4397486442651,1.0385662263896418
1800.4457542748385,1.038564528065586
1800.4517599254445,1.0385405538301622
1800.4577655960834,1.0381864852163327
1800.463771286755,1.0368638150990097
1800.4697769974598,1.0341320411916362
1800.4757827281971,1.0307741219681037
1800.4817884789677,1.0270397531452609
1800.4877942497708,1.0235864700951371
1800.4938000406075,1.0205094171362747
1800.4998058514775,1.0178674327736568
1800.5058116823805,1.0156504888642899
1800.5118175333168,1.013796912456887
1800.517823404287,1.0122370495429789
1800.5238292952897,1.0109100627601046
1800.5298352063267,1.009763385251842
1800.535841137397,1.008787395685739
1800.541847088501,1.0079675065037725
1800.547853059639,1.0072598279335452
1800.5538590508106,1.0066546743219158
1800.5598650620161,1.006114684355671
1800.5658710932553,1.005648158015583
1800.5718771445286,1.0052544677684965
1800.5778832158362,1.0049177621746872
1800.5838893071777,1.00460816864841
1800.5898954185536,1.004308501197829
1800.5959015499636,1.0040356806160127
1800.6019077014078,1.003802383549774
1800.6079138728865,1.0035941148434409
1800.6139200643997,1.003418358863226
1800.6199262759476,1.0032572419950878
1800.6259325075298,1.0031085471272265
1800.631938759147,1.002980797461229
1800.6379450307986,1.002859303777215
1800.6439513224852,1.0027420934922364
1800.6499576342067,1.0026409792051845
1800.655963965963,1.0025520663601037
1800.6619703177546,1.0024710320922352
1800.667976689581,1.0023975983409743
1800.6739830814422,1.0023348709464737
1800.679989493339,1.0022762588607692
1800.685995925271,1.002223784281134
1800.6920023772384,1.002179109259024
1800.6980088492412,1.002140651778712
1800.7040153412795,1.0021030195614078
1800.7100218533533,1.0020673188606088
1800.7160283854626,1.0020419871792627
1800.7220349376075,1.0020178432498317
1800.7280415097882,1.0019986443765816
1800.7340481020049,1.0019831330239128
1800.7400547142574,1.001974030405147
1800.7460613465457,1.0019725352910784
1800.75206799887,1.0019682616026195
1800.7580746712306,1.0019616752976
1800.7640813636272,1.0019656072771932
1800.7700880760597,1.0019754037921524
1800.7760948085288,1.0019906570893642
1800.7821015610343,1.0020120642838382
1800.7881083335758,1.0020311127451398
1800.7941151261539,1.0020617718929934
1800.8001219387688,1.002095921463813
1800.8061287714202,1.0021370666712996
1800.8121356241086,1.0021850401787074
1800.8181424968332,1.0022482663103116
1800.824149389595,1.0023224310013479
1800.830156302393,1.0024158509781613
1800.8361632352285,1.0025356566410264
1800.842170188101,1.002688222317195
1800.8481771610107,1.0028936923300404
1800.854184153957,1.0031701622193387
1800.860191166941,1.0035147117069971
1800.866198199962,1.0038838104833496
1800.8722052530204,1.0043525404983382
1800.8782123261165,1.0051072091092597
1800.8842194192496,1.006361779893198
1800.8902265324205,1.0089654034366158
1800.896233665629,1.0146189423576113
1800.902240818875,1.0258898758767867
1800.908247992159,1.0328649127999163
1800.9142551854807,1.0256204145948267
1800.9202623988404,1.014888491462814
1800.9262696322378,1.009689656316883
1800.9322768856734,1.007437216998305
1800.9382841591466,1.006578783725828
1800.9442914526583,1.0062338650905214
1800.9502987662083,1.0063533561038815
1800.9563060997964,1.006771749074191
1800.9623134534231,1.0075742533052465
1800.9683208270883,1.0089601450487868
1800.9743282207917,1.0111408273214215
1800.9803356345333,1.014905276395954
1800.986343068314,1.0215470739712351
1800.9923505221332,1.0310399601787574
1800.9983579959912,1.0375257223339667
1801.0043654898882,1.0380380892071694
1801.0103730038238,1.03263949658031
1801.0163805377983,1.0236232475071456
1801.022388091812,1.0167601387691703
1801.0283956658645,1.0129393133902875
1801.0344032599567,1.010797727625838
1801.0404108740877,1.0097209183709532
1801.0464185082578,1.0091430561898465
1801.0524261624676,1.0089381875816366
1801.0584338367166,1.008963675921311
1801.0644415310053,1.009176315398916
1801.0704492453333,1.0095547102764497
1801.076456979701,1.0100736806065544
1801.0824647341087,1.0107363814806032
1801.0884725085555,1.0115247256772237
1801.0944803030427,1.0124931177668852
1801.1004881175695,1.0136345782299947
1801.1064959521364,1.0149628510437791
1801.112503806743,1.016549163844573
1801.11851168139,1.018391469342443
1801.124519576077,1.0204574444873373
1801.130527490804,1.0228576064258448
1801.1365354255715,1.0255557599383587
1801.1425433803795,1.0284417418665839
1801.1485513552277,1.031467825648503
1801.1545593501166,1.0341784267397807
1801.1605673650458,1.0364473974863424
1801.1665754000157,1.0378999878475392
1801.1725834550264,1.0384426529781687
1801.1785915300777,1.0385635166994949
1801.18459962517,1.0385632158143705
1801.190607740303,1.038563143741728
1801.196615875477,1.038562935296156
1801.2026240306916,1.0385628994987828
1801.2086322059479,1.0385088416607686
1801.214640401245,1.037936755827352
1801.2206486165837,1.0367029728629726
1801.2266568519635,1.03442669305753
1801.2326651073847,1.031669658144213
1801.238673382847,1.0286985825858435
1801.2446816783508,1.0257133808764356
1801.2506899938965,1.0229822738669478
1801.2566983294837,1.0205021832459111
1801.2627066851126,1.0183354973243754
1801.2687150607833,1.0164280334505809
1801.2747234564956,1.0147845640771254
1801.2807318722496,1.0133358188191142
1801.2867403080459,1.0120906592888366
1801.292748763884,1.011004739780513
1801.2987572397647,1.0100518261454683
1801.3047657356872,1.0092158449099193
1801.3107742516518,1.008487803050906
1801.3167827876587,1.0078455210472435
1801.322791343708,1.0072665267164072
1801.3287999197998,1.0067608665628294
1801.3348085159341,1.006310595588665
1801.3408171321112,1.0059074545076643
1801.3468257683305,1.0055461910598749
1801.3528344245924,1.0052202527242202
1801.3588431008973,1.0049276996118273
1801.3648517972451,1.0046638780469275
1801.3708605136355,1.0044252918927108
1801.3768692500691,1.0042127576899613
1801.3828780065458,1.0040194848490906
1801.3888867830653,1.0038383885627797
1801.394895579628,1.0036767113624236
1801.4009043962342,1.003533770086348
1801.4069132328832,1.0034000048485217
1801.412922089576,1.0032777366671815
1801.418930966312,1.003175336415484
1801.4249398630916,1.003075275953938
1801.4309487799148,1.002986287637464
1801.4369577167815,1.0029084535453767
1801.442966673692,1.002840724647738
1801.4489756506462,1.0027847528150775
1801.454984647644,1.0027370486877756
1801.460993664686,1.0026961998481505
1801.467002701772,1.0026582307121046
1801.4730117589015,1.0026287471574686
1801.4790208360757,1.002613587121554
1801.4850299332936,1.0026070919956658
1801.491039050556,1.0026047808021492
1801.497048187863,1.002620011409629
1801.5030573452138,1.00263978805659
1801.5090665226094,1.002680689397028
1801.515075720049,1.0027320427443347
1801.5210849375337,1.002780819371601
1801.527094175063,1.0028548333583667
1801.5331034326366,1.0029558265046963
1801.5391127102553,1.0030917239997872
1801.5451220079185,1.0032636187588635
1801.5511313256266,1.0035021377802893
1801.5571406633799,1.0038103869648716
1801.5631500211782,1.0042032987938172
1801.5691593990216,1.0046400175825219
1801.5751687969102,1.005037058311358
1801.5811782148437,1.0053080512090913
1801.5871876528229,1.0056491810920534
1801.593197110847,1.0062069378564453
1801.5992065889172,1.0069977189298038
1801.6052160870324,1.0080664358882891
1801.6112256051933,1.0095159943438752
1801.6172351433997,1.0114101940124067
1801.6232447016519,1.013995067098222
1801.62925427995,1.0173725918746073
1801.6352638782937,1.0216242074978445
1801.6412734966832,1.0264566230782912
1801.647283135119,1.0311572421060942
1801.6532927936007,1.0338688034759644
1801.6593024721283,1.0340819202492129
1801.6653121707025,1.0312208863102204
1801.6713218893226,1.026737475215722
1801.6773316279891,1.0219331412167312
1801.683341386702,1.0176637655795575
1801.6893511654614,1.0143269764191503
1801.695360964267,1.0119472285750397
1801.7013707831193,1.0103334368395873
1801.7073806220183,1.009237918695723
1801.713390480964,1.0081305911502223
1801.7194003599564,1.006882736238284
1801.7254102589955,1.0058170713360899
1801.7314201780814,1.004994658896639
1801.7374301172147,1.0043896647850403
1801.7434400763948,1.0039292155587682
1801.749450055622,1.0035795913143488
1801.7554600548967,1.0033291810037006
1801.761470074218,1.0031944208361085
1801.7674801135872,1.0034276766045596
1801.7734901730034,1.0050626191878376
1801.7795002524672,1.0057541490957578
1801.7855103519785,1.0033828285295305
1801.7915204715375,1.0025258495736844
1801.7975306111439,1.0022590471331898
1801.803540770798,1.0021160868774526
1801.8095509504994,1.0020138907837686
1801.8155611502493,1.0019254224992065
1801.821571370047,1.001853853689501
1801.8275816098926,1.001795718599758
1801.8335918697865,1.0017481997904285
1801.8396021497283,1.001710633253974
1801.845612449718,1.0016821855952627
1801.8516227697562,1.0016605537159256
1801.8576331098427,1.001646961630302
1801.8636434699777,1.0016410813405883
1801.869653850161,1.0016442387545836
1801.875664250393,1.0016576301131246
1801.881674670673,1.0016828628010108
1801.8876851110022,1.0017261320966087
1801.8936955713796,1.001792289476567
1801.899706051806,1.001902402224318
1801.9057165522813,1.0020739482878107
1801.9117270728057,1.0022923901810965
1801.917737613379,1.0026745644679937
1801.9237481740008,1.003312314994973
1801.9297587546723,1.0043189604087657
1801.9357693553927,1.005371116092085
1801.9417799761627,1.0054673903776599
1801.9477906169816,1.0044407845500314
1801.9538012778503,1.003425595582677
1801.959811958768,1.002780611990626
1801.9658226597353,1.0023982232427908
1801.9718333807523,1.0021824710517313
1801.9778441218189,1.0020629141947368
1801.983854882935,1.0019994642662038
1801.989865664101,1.0019691472989998
1801.9958764653168,1.0019465547294781
1802.0018872865828,1.0019457324893004
1802.0078981278984,1.0019681614777896
1802.0139089892643,1.0020032000997545
1802.0199198706805,1.0020349185352393
1802.0259307721465,1.0020785120725306
1802.0319416936627,1.0021407575172008
1802.0379526352294,1.0022122366256505
1802.0439635968467,1.0022929842944637
1802.049974578514,1.0023730172060683
1802.0559855802321,1.0024700770542119
1802.0619966020006,1.0025747469339985
1802.0680076438196,1.0026983393812023
1802.0740187056895,1.0028367818156956
1802.08002978761,1.0029949242754095
1802.086040889582,1.0031705536130866
1802.0920520116042,1.0033719315689418
1802.098063153678,1.00359520977251
1802.1040743158023,1.003850181688362
1802.1100854979777,1.0041466279249778
1802.1160967002045,1.0044609355943905
1802.1221079224827,1.00483415663274
1802.128119164812,1.0052622619998506
1802.1341304271928,1.0057637548708684
1802.140141709625,1.0063448194310551
1802.1461530121085,1.0070233371296944
1802.1521643346437,1.0078349691633928
1802.1581756772305,1.0087870222805924
1802.164187039869,1.0099389911113046
1802.1701984225597,1.011316803606013
1802.1762098253018,1.0129923389848388
1802.182221248096,1.0150617214287434
1802.188232690942,1.0175307150108561
1802.1942441538401,1.0205917309096066
1802.2002556367906,1.0242244801744937
1802.206267139793,1.0283489360251343
1802.2122786628477,1.0324763298676447
1802.2182902059549,1.0362553463163031
1802.2243017691142,1.0380107434922508
1802.2303133523262,1.0385454367104083
1802.2363249555906,1.0385675912541128
1802.2423365789073,1.038566754205185
1802.248348222277,1.0385653677784037
1802.2543598856994,1.0381764936372713
1802.2603715691744,1.0367169543860393
1802.2663832727023,1.0333762377052744
1802.2723949962833,1.0292613008232339
1802.2784067399173,1.025135541763709
1802.2844185036042,1.021360029977629
1802.2904302873444,1.0181682008177653
1802.2964420911374,1.0155958338588005
1802.302453914984,1.0134459499016746
1802.3084657588838,1.011690766418805
1802.3144776228369,1.0102648918046786
1802.3204895068438,1.009065100136577
1802.326501410904,1.0080807178179905
1802.3325133350174,1.0072503224354827
1802.338525279185,1.0065439397007054
1802.344537243406,1.0059478703036648
1802.3505492276809,1.0054363424600483
1802.3565612320097,1.0050052401413543
1802.3625732563926,1.004635288461419
1802.3685853008292,1.0043261738936333
1802.37459736532,1.004072210278441
1802.3806094498646,1.0038891816365507
1802.3866215544638,1.0037828860355311
1802.3926336791171,1.0036390897962428
1802.3986458238248,1.0033643013594253
1802.4046579885867,1.003106928991329
1802.410670173403,1.0029180655371193
1802.416682378274,1.0027798498792035
1802.4226946031997,1.002649383529139
1802.4287068481801,1.002526357409391
1802.434719113215,1.0024278649715337
1802.4407313983047,1.0023483182648782
1802.4467437034493,1.0022815686838347
1802.4527560286488,1.0022258193339004
1802.4587683739032,1.0021797696917156
1802.464780739213,1.0021485138823316
1802.4707931245778,1.0021439394041334
1802.4768055299976,1.0020987871861056
1802.482817955473,1.0020358229457824
1802.4888304010033,1.0020058049531533
1802.4948428665891,1.0019869775424444
1802.5008553522305,1.001974914184738
1802.506867857927,1.00197335556089
1802.5128803836799,1.0019737223150804
1802.518892929488,1.001977718316503
1802.5249054953517,1.001990722493215
1802.5309180812712,1.0020098183583956
1802.536930687247,1.002036214387359
1802.5429433132786,1.0020706233364605
1802.5489559593657,1.0021106968712448
1802.5549686255094,1.0021589449024857
1802.560981311709,1.0022200686173812
1802.5669940179646,1.0022828468721188
1802.5730067442769,1.0023513239787127
1802.5790194906454,1.002430800339884
1802.5850322570702,1.0025255701106897
1802.591045043551,1.002640026962153
1802.5970578500892,1.0027702016333964
1802.6030706766833,1.0029200853882605
1802.6090835233344,1.0030870431402645
1802.6150963900423,1.003266678775214
1802.621109276807,1.0034794420426176
1802.6271221836284,1.0037183920525132
1802.6331351105068,1.0039900400659214
1802.639148057442,1.004308830779291
1802.6451610244346,1.0046796247451837
1802.651174011484,1.0051239840253827
1802.657187018591,1.0056479315287667
1802.663200045755,1.0062772770969184
1802.6692130929764,1.0070303858010472
1802.675226160255,1.0079425049555293
1802.6812392475913,1.0090708975927587
1802.687252354985,1.0104284242923152
1802.6932654824366,1.0121231985152754
1802.6992786299454,1.014258021471176
1802.7052917975125,1.0169465693582218
1802.7113049851368,1.0202377368837043
1802.7173181928194,1.0244062064182078
1802.7233314205598,1.029044863030751
1802.7293446683582,1.0337638256790913
1802.7353579362148,1.037217830486135
1802.7413712241296,1.0384208535729822
1802.7473845321022,1.0385705741655173
1802.7533978601332,1.038568854871998
1802.7594112082227,1.0385670722452645
1802.7654245763702,1.0380002652760016
1802.7714379645765,1.0359972046016697
1802.7774513728414,1.0327453759488103
1802.7834648011649,1.0290608144177356
1802.7894782495468,1.0252076250194315
1802.7954917179877,1.0210930181882634
1802.8015052064875,1.0175283853414845
