OBJNAME,OBJNAME_SOURCE,GAIAID,GAIAID_SOURCE,RA,RA_SOURCE,DEC,DEC_SOURCE,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,GMAG,GMAG_SOURCE,BPMAG,BPMAG_SOURCE,RPMAG,RPMAG_SOURCE,EPOCH,EPOCH_SOURCE,TEFF,TEFF_SOURCE,ALIASES,ALIASES_SOURCE,USED
23LMI,input,741357981454593536,gaia-query-id-gsheet,154.05977633576634,gaia-query-id-input,29.31037596169318,gaia-query-id-input,-70.5898112568857,gaia-query-id-input,-22.95005698548399,gaia-query-id-input,11.692045430409049,gaia-query-id-input,NAN,input,5.4712395668029785,gaia-query-id-input,5.504825115203857,gaia-query-id-input,5.496269226074219,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,23LMI|*  23 LMi|AG+29 1104|BD+30  1981|FK5 2823|GC 14086|GCRV  6468|GEN# +1.00088960|GSC 01975-01399|HD  88960|HIC  50303|HIP  50303|HR  4024|IRAS 10134+2933|2MASS J10161444+2918379|PPM 100213|ROT  1546|SAO  81258|SKY# 19743|TD1 14689|TYC 1975-1399-1|UBV    9521|UBV M  16070|uvby98 100088960|WEB  9237|YZ  29  5271|Gaia DR2 741357981454593536,SIMBAD,1
PMJ08402+3127,input,709563717249089792,gaia-query-id-gsheet,130.06763490519265,gaia-query-id-input,31.4524095768969,gaia-query-id-input,205.53534527763304,gaia-query-id-input,120.00282749745841,gaia-query-id-input,89.20769078418955,gaia-query-id-input,NAN,input,10.97706413269043,gaia-query-id-input,12.513727188110352,gaia-query-id-input,9.804872512817383,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,PMJ08402+3127|UCAC4 608-044702|Karmn J08402+314|LSPM J0840+3127|2MASS J08401597+3127068|PM J08402+3127|USNO-B1.0 1214-00166608|Gaia DR2 709563717249089792,SIMBAD,1
GJ1111,input,703790044252850688,gaia-query-id-gsheet,127.45026554421972,gaia-query-id-input,26.773370942893518,gaia-query-id-input,-1113.7447249542556,gaia-query-id-input,-612.3705447326485,gaia-query-id-input,279.2901128804506,gaia-query-id-input,NAN,input,12.18565559387207,gaia-query-id-input,15.118292808532715,gaia-query-id-input,10.703465461730957,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,GJ1111|GJ  1111|GEN# +9.80051015|G  51-15|JP11  5934|JP11  5935|Karmn J08298+267|LHS   248|LSPM J0829+2646|LTT 18058|2MASS J08294949+2646348|NLTT 19635|8pc 275.80|PLX 2016.0|PLX 2016.01|PM 08269+2657|PM J08298+2646|UCAC2  41191231|UCAC4 584-042341|USNO-B1.0 1167-00167383|USNO 311|V* DX Cnc|Zkh 118|[GKL99] 181|[RHG95]  1326|Gaia DR2 703790044252850688,SIMBAD,1
OMICAPA,input,6860821651019024896,gaia-query-id-gsheet,307.47475491389014,gaia-query-id-input,-18.583533636185454,gaia-query-id-input,29.172568282151985,gaia-query-id-input,-81.40264919332422,gaia-query-id-input,13.961921638199257,gaia-query-id-input,NAN,input,5.903134346008301,gaia-query-id-input,5.94854736328125,gaia-query-id-input,5.854133605957031,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,OMICAPA|HD 195094|*  12 Cap A|* omi Cap A|ADS 13902 A|BD-19  5831|CCDM J20299-1835A|GC 28503|GSC 06333-02130|HIC 101123|HIP 101123|HR  7830|IDS 20242-1855 A|2MASS J20295391-1834593|PPM 237509|ROT  2984|SAO 163626|SKY# 38780|TYC 6333-2130-1|UBV   17760|UBV M  24874|uvby98 100195094 A|WDS J20299-1835A|YZ 108  8789|Gaia DR2 6860821651019024896|Gaia DR1 6860821646719117952,SIMBAD,1
CHICAP,input,6832245893565505024,gaia-query-id-gsheet,317.1401915975677,gaia-query-id-input,-21.193929591160316,gaia-query-id-input,19.326354054367712,gaia-query-id-input,-59.4291632638552,gaia-query-id-input,16.62752051329665,gaia-query-id-input,NAN,input,5.285942554473877,gaia-query-id-input,5.315032958984375,gaia-query-id-input,5.315605640411377,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,CHICAP|* chi Cap|*  25 Cap|** VIG   20A|** HJ 3009A|BD-21  5933|BDS 10744 A|CCDM J21086-2112A|CSI-21  5933  1|FK5 3690|GC 29543|GCRV 13286|GEN# +1.00201184|GJ  9720 A|GJ  9720|HD 201184|HIC 104365|HIP 104365|HR  8087|IDS 21028-2136 A|2MASS J21083363-2111373|N30 4672|PLX 5079|PLX 5079.00|PPM 272094|Renson 56140|ROT  3079|SAO 190050|SKY# 40213|TD1 27697|TYC 6358-1841-1|UBV   18290|uvby98 100201184|WDS J21086-2112A|WEB 19001|YZ 111  9067|Gaia DR2 6832245893565505024,SIMBAD,1
AUMIC,input,6794047652729201024,gaia-query-id-gsheet,311.2911368830972,gaia-query-id-input,-31.34245001640323,gaia-query-id-input,281.42403429655695,gaia-query-id-input,-359.89532890602163,gaia-query-id-input,102.82949372268861,gaia-query-id-input,-6.3103105566262805,gaia-query-id-input,7.840376853942871,gaia-query-id-input,8.936041831970215,gaia-query-id-input,6.812033176422119,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,AUMIC|HD 197481|** LDS  720A|AKARI-IRC-V1 J2045097-312029|ASAS J204510-3120.4|ASAS J204509-3120.3|1AXG J204508-3119|CCDM J20451-3122A|CD-31 17815|Ci 20 1225|CPC 17 11323|CPD-31  6335|2E  4416|2E 2042.0-3131|2EUVE J2045-31.3|EUVE J2045-31.3|GCRV 12995|GEN# +1.00197481|GJ   803|HIC 102409|HIP 102409|IDS 20390-3142 A|IRAS 20420-3131|IRAS F20420-3131|LTT  8214|2MASS J20450949-3120266|MCC 824|NLTT 49807|PLX 4939|PLX 4939.00|PM J20451-3120|PPM 300560|RBS  1695|2RE J2045-312|2RE J204510-312000|RE J2045-312|RE J204509-312004|RX J2045.2-3120|1RXS J204509.4-312023|SAO 212402|1SWASP J204509.52-312027.2|TIC 441420236|TYC 7457-641-1|UBV   17963|UCAC4 294-224065|UGP 505|V* AU Mic|WDS J20452-3120A|WEB 18541|WISEA J204509.75-312030.9|WISE J204509.76-312030.9|Zkh 310|[FS2003] 1089|[GKL99] 394|[L91b] 329|[RHG95]  3241|Gaia DR2 6794047652729201024,SIMBAD,1
K2-147,input,6764974194470777600,gaia-query-id-gsheet,293.83303290258175,gaia-query-id-input,-28.498475012211124,gaia-query-id-input,-31.425709873581027,gaia-query-id-input,-147.53335277652758,gaia-query-id-input,11.014888110317715,gaia-query-id-input,-24.14845663674318,gaia-query-id-input,13.191252708435059,gaia-query-id-input,14.263347625732422,gaia-query-id-input,12.1686372756958,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,K2-147|EPIC 213715787|K2-147|2MASS J19351996-2829523|Gaia DR2 6764974194470777600,SIMBAD,1
GJ3470,input,654687847820642560,gaia-query-id-gsheet,119.77350207198951,gaia-query-id-input,15.391209014255084,gaia-query-id-input,-185.733991496399,gaia-query-id-input,-57.263191479316674,gaia-query-id-input,33.96010735081466,gaia-query-id-input,26.089736737552283,gaia-query-id-input,11.35373592376709,gaia-query-id-input,12.58625316619873,gaia-query-id-input,10.29057788848877,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,GJ3470|LP  424-4|Cl* Melotte   25    EGG      29|GJ  3470|Karmn J07590+153|LSPM J0759+1523|2MASS J07590587+1523294|NLTT 18739|PM J07590+1523|UCAC4 527-044913|USNO-B1.0 1053-00160863|[RHG95]  1255|Gaia DR2 654687847820642560,SIMBAD,1
GL581,input,6322070093095493504,gaia-query-id-gsheet,229.85647250010678,gaia-query-id-input,-7.722693495445762,gaia-query-id-input,-1221.4665948844881,gaia-query-id-input,-97.12948413050756,gaia-query-id-input,158.7491998297578,gaia-query-id-input,NAN,input,9.410998344421387,gaia-query-id-input,10.835999488830566,gaia-query-id-input,8.267560958862305,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,GL581|BD-07  4003|Ci 20  923|DENIS J151926.8-074319|GCRV  8863|GEN# -0.00704003|G 151-46|G 152-9|GJ   581|GSC 05594-00593|HIC  74995|HIP  74995|JP11   273|LFT 1195|LHS   394|LPM 564|LTT  6112|2MASS J15192689-0743200|MCC 159|NLTT 39886|NSV  7023|8pc 159.52|PLX 3458|PLX 3458.00|PM J15194-0743E|StKM 2-1135|TYC 5594-1093-1|UBV   13194|UBV M   5243|UCAC2  29110263|UCAC3 165-136246|UCAC4 412-059591|V* HO Lib|WEB 12795|WISEA J151925.96-074321.2|Wolf  562|Zkh 217|[RHG95]  2420|Gaia DR2 6322070093095493504|Gaia DR1 6322069882641960448,SIMBAD,1
GL388,input,625453654702751872,gaia-query-id-gsheet,154.89888734445609,gaia-query-id-input,19.869815836399834,gaia-query-id-input,-498.6046546078907,gaia-query-id-input,-43.682518190365144,gaia-query-id-input,201.36831861385065,gaia-query-id-input,NAN,input,8.206579208374023,gaia-query-id-input,9.628085136413574,gaia-query-id-input,7.053171157836914,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,"GL388|BD+20  2465|* gam Leo C|** BAG   32|** STF 1424C|ADS  7724 C|AG+20 1170|ASCC  863621|1AXG J101937+1951|CCDM J10199+1951C|Ci 18 1244|Ci 20  574|2E  2259|2E 1016.8+2007|1ES 1016+20.1|2EUVE J1019+19.8|EUVE J1019+19.8|EXO 1016.8+2007|GALEX 6382632183606019510|GC 14167|GCRV  6499|GEN# +0.02002465|G  54-23|GJ   388|GJ   388 A|GPM 154.902458+19.870105|IRAS 10169+2007|JP11    62|Karmn J10196+198AB|LHS  5167|LSPM J1019+1952|LTT 12761|2MASS J10193634+1952122|MCC 574|NLTT 24015|8pc 204.60|PLX 2420|PLX 2420.00|PM J10196+1952|PPM 127309|Pul -3  660015|RBS   855|2RE J101936+195209|2RE J1019+195|RE J1019+195|RE J101935+195212|RX J1019.6+1952|1RXS J101936.3+195215|SAO  81292|StKM 2-626|TYC 1423-174-1|UBV    9550|UCAC2  38796273|UCAC4 550-048962|USNO-B1.0 1098-00182796|V* AD Leo|WDS J10200+1950Ca,Cb|WEB  9274|WISEA J101935.88+195211.9|Zkh 141|[CGL99] 10|[FS2003] 0555|[GKL99] 216|[JHC84] 155|[R97] NGC  3227  8|[RHG95]  1616|[ZEH2003] RX J1019.6+1952  3|Gaia DR2 625453654702751872",SIMBAD,1
K2-33,input,6245758900889486720,gaia-query-id-gsheet,242.56136352849623,gaia-query-id-input,-19.31938305170756,gaia-query-id-input,-9.709083984500843,gaia-query-id-input,-23.98615038690996,gaia-query-id-input,7.153004161102363,gaia-query-id-input,NAN,input,14.156977653503418,gaia-query-id-input,15.745092391967773,gaia-query-id-input,12.928126335144043,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,K2-33|2MASS J16101473-1919095|EPIC 205117205|K2-33|Karmn J16102-193|UGCS J161014.73-191909.4|USNO-B1.0 0706-00324223|WISEA J161014.73-191909.6|[PBB2002] USco J161014.7-191909|[PGZ2001] J161014.7-191909|Gaia DR2 6245758900889486720,SIMBAD,1
J1604,input,6243393817024157184,gaia-query-id-gsheet,241.09017073815778,gaia-query-id-input,-21.508033039637386,gaia-query-id-input,-12.329746867946234,gaia-query-id-input,-23.829950394362474,gaia-query-id-input,6.6615043823044005,gaia-query-id-input,-7.603148133821145,gaia-query-id-input,11.868547439575195,gaia-query-id-input,12.578362464904785,gaia-query-id-input,10.944693565368652,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,J1604|2MASS J16042165-2130284|EPIC 204638512|RX J1604.3-2130A|WISEA J160421.64-213028.7|[KKL2000b] 90|[KKL2000b] RX J1604.3-2130A|[PBB2002] USco J160421.7-213028|[PZ99] J160421.7-213028|Gaia DR2 6243393817024157184,SIMBAD,1
TWA25,input,6150861598480158336,gaia-query-id-gsheet,183.87757060769277,gaia-query-id-input,-39.81195658571475,gaia-query-id-input,-76.85167849120411,gaia-query-id-input,-28.268509234147878,gaia-query-id-input,18.828460766695986,gaia-query-id-input,4.695425267599311,gaia-query-id-input,10.52048397064209,gaia-query-id-input,11.522514343261719,gaia-query-id-input,9.568472862243652,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,TWA25|2MASS J12153072-3948426|ASAS J121531-3948.7|CD-39  7538|GSC 07760-00283|PM J12155-3948|1RXS J121527.9-394843|TWA 25|TYC 7760-283-1|UCAC2  14822540|UCAC4 251-054364|V* V1249 Cen|Gaia DR2 6150861598480158336|Gaia DR1 6150861594185298176,SIMBAD,1
RULUP,input,6010114558131195392,gaia-query-id-gsheet,239.17623287740884,gaia-query-id-input,-37.821064889285395,gaia-query-id-input,-11.54641473528332,gaia-query-id-input,-23.234336031598595,gaia-query-id-input,6.266735670137262,gaia-query-id-input,NAN,input,10.710687637329102,gaia-query-id-input,11.295018196105957,gaia-query-id-input,9.923805236816406,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,RULUP|HD 142560|ALS 18952|AN   47.1916|CD-37 10602|GCRV  9169|GEN# +1.00142560|GSC 07838-00546|HBC 251|Hen 3-1120|HIC  78094|HIP  78094|IRAS F15533-3740|IRAS 15534-3740|JP11  2678|LSE 140|2MASS J15564230-3749154|SV* HV  3402|Sz  83|THA 15-13|TYC 7838-546-1|UCAC2  15776260|V* RU Lup|WEB 13206|WRAY 15-1386|2XMM J155642.3-374915|[KWS97] Lupus 2 29|AAVSO 1550-37|Gaia DR1 6010114553824198784|Gaia DR2 6010114558131195392,SIMBAD,1
HR3131,input,5714859436544147200,gaia-query-id-gsheet,119.96689420930183,gaia-query-id-input,-18.399405123734944,gaia-query-id-input,4.476393068377906,gaia-query-id-input,-45.43927672698341,gaia-query-id-input,15.751510567009952,gaia-query-id-input,NAN,input,4.531142711639404,gaia-query-id-input,4.639138698577881,gaia-query-id-input,4.498149871826172,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,HR3131|HD  65810|BD-18  2118|FAUST 2219|FK5 1212|GC 10825|GCRV  5317|GEN# +1.00065810|GSC 05986-03435|HIC  39095|HIP  39095|HR  3131|IRAS 07576-1815|JP11  1619|2MASS J07595205-1823573|N30 1835|PLX 1899|PLX 1899.00|PMC 90-93   822|PPM 219496|ROT  1283|SAO 153687|SKY# 14993|TD1 11518|TYC 5986-3435-1|UBV    7693|UBV M  13879|uvby98 100065810|WEB  7667|YZ   0  6239|YZ 108  3078|Gaia DR2 5714859436544147200,SIMBAD,1
ETAPYX,input,5647071417958187392,gaia-query-id-gsheet,129.46718875290082,gaia-query-id-input,-26.255053596386425,gaia-query-id-input,-23.32053448205724,gaia-query-id-input,-12.57920816464291,gaia-query-id-input,13.557289756491972,gaia-query-id-input,NAN,input,5.204394817352295,gaia-query-id-input,5.220753192901611,gaia-query-id-input,5.273410797119141,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,ETAPYX|* eta Pyx|** VIG   11A|** RST 2571A|CCDM J08379-2615A|CD-25  6356|CPD-25  3792|CSI-25  6356 21|FK5 2676|GC 11848|GCRV  5678|GEN# +1.00073495|GSC 06578-02618|HD  73495|HIC  42334|HIP  42334|HR  3420|IDS 08336-2554 A|2MASS J08375215-2615179|PLX 2060|PLX 2060.00|PPM 254861|ROT  1359|SAO 176189|SKY# 16495|SRS  41938|TD1 12821|TYC 6578-2618-1|UBV    8229|UBV M  14540|uvby98 100073495|WDS J08379-2615A|WEB  8138|YZ 116  6605|Gaia DR2 5647071417958187392,SIMBAD,1
BBW76,input,5594750362570794368,gaia-query-id-gsheet,117.64828038590782,gaia-query-id-input,-33.10661862609002,gaia-query-id-input,-4.110426082167379,gaia-query-id-input,5.010299705449425,gaia-query-id-input,0.9149747698548704,gaia-query-id-input,-21.852654478368127,gaia-query-id-input,12.239490509033203,gaia-query-id-input,13.0303316116333,gaia-query-id-input,11.36943531036377,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,BBW76|2MASS J07503560-3306238|AKARI-IRC-V1 J0750355-330623|AM 0748-325|BRAN  76|CGMW 2-1365|IRAS 07486-3258|UCAC4 285-026694|V* V646 Pup|WISE J075035.58-330623.8|[GRV93]  2|Gaia DR2 5594750362570794368,SIMBAD,1
TWA7,input,5444751795151480320,gaia-query-id-gsheet,160.6248102217065,gaia-query-id-input,-33.67125957620161,gaia-query-id-input,-118.93448724479087,gaia-query-id-input,-19.851218363161422,gaia-query-id-input,29.386677059549676,gaia-query-id-input,NAN,input,10.619331359863281,gaia-query-id-input,11.996562004089355,gaia-query-id-input,9.477147102355957,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,TWA7|2MASS J10423011-3340162|ASAS J104230-3340.3|GSC 07190-02111|RX J104230.3-334014|1RXS J104230.3-334014|TWA 7|TWA 7A|TYC 7190-2111-1|V* CE Ant|WISE J104230.01-334016.4|Gaia DR2 5444751795151480320,SIMBAD,1
TWHYA,input,5401795662560500352,gaia-query-id-gsheet,165.46591445018467,gaia-query-id-input,-34.70479133236435,gaia-query-id-input,-68.38931112695184,gaia-query-id-input,-14.015724321984475,gaia-query-id-input,16.642793683550817,gaia-query-id-input,NAN,input,10.439289093017578,gaia-query-id-input,11.193428993225098,gaia-query-id-input,9.53708267211914,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,TWHYA|2MASS J11015191-3442170|AKARI-FIS-V1 J1101516-344214|ASAS J110152-3442.3|CD-34  7151|GSC 07208-00347|HBC 568|Hen 3-549|HIC  53911|HIP  53911|IRAS 10594-3426|JCMTSE J110152.0-344214|JCMTSF J110152.0-344214|PDS  42|PM J11018-3442|PSCz P10594-3426|1RXP J110152.0-344212|1RXS J110152.0-344212|SV* HV  4089|TWA 1|TYC 7208-347-1|UCAC2  17035364|UCAC4 277-058769|V* TW Hya|[DML87] 277|[TDQ2000] TRX  9|AAVSO 1057-34|Gaia DR2 5401795662560500352|Gaia DR1 5401795658263638912,SIMBAD,1
TWA13A,input,5399220743767211776,gaia-query-id-gsheet,170.32138506635212,gaia-query-id-input,-34.77938383474042,gaia-query-id-input,-69.09567297617085,gaia-query-id-input,-18.13093458212894,gaia-query-id-input,16.70042104296688,gaia-query-id-input,9.93291124110522,gaia-query-id-input,10.876505851745605,gaia-query-id-input,11.913858413696289,gaia-query-id-input,9.88567066192627,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,TWA13A|2MASS J11211723-3446454|** SWR  110A|ASAS J112117-3446.8|CD-34  7390A|TWA 13A|TWA 13N|UCAC4 277-059985|V* V547 Hya|WDS J11213-3447A|[SAC99] RX J1121.3-3447N|[TDQ2000] TRX 16N|Gaia DR2 5399220743767211776,SIMBAD,1
31CAS,input,532613572919594240,gaia-query-id-gsheet,17.66426212676136,gaia-query-id-input,68.77850735177404,gaia-query-id-input,35.79014163592113,gaia-query-id-input,-26.58955497558326,gaia-query-id-input,10.598254183479092,gaia-query-id-input,NAN,input,5.2834978103637695,gaia-query-id-input,5.307997226715088,gaia-query-id-input,5.311912536621094,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,31CAS|*  31 Cas|AG+68   65|AKARI-IRC-V1 J0110393+684642|BD+68    77|CCDM J01107+6847A|CSI+68    77  1|FK5 2074|GC  1406|GCRV   670|GEN# +1.00006829|GSC 04296-01459|HD   6829|HIC   5518|HIP   5518|HR   336|IDS 01039+6814 A|IRAS 01072+6830|2MASS J01103933+6846429|PLX  235|PLX  235.00|PMC 90-93  1194|PPM  12780|ROT   175|SAO  11612|SKY#  1796|TD1   656|TYC 4296-1459-1|UBV    1172|uvby98 100006829|WEB  1219|Gaia DR2 532613572919594240,SIMBAD,1
V1298TAU,input,51886335968692480,gaia-query-id-gsheet,61.331654034962376,gaia-query-id-input,20.157031761994073,gaia-query-id-input,5.22792790885774,gaia-query-id-input,-16.076839488124314,gaia-query-id-input,9.213924010808181,gaia-query-id-input,NAN,input,10.070242881774902,gaia-query-id-input,10.571025848388672,gaia-query-id-input,9.444001197814941,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,V1298TAU|2MASS J04051959+2009256|BD+19   656|EPIC 210818897|GALEX J040519.5+200925|GSC 01258-00338|K2-309|RX J0405.3+2009|1RXS J040518.6+200919|SSTc2d J040519.6+200926|1SWASP J040519.59+200925.5|TYC 1258-338-1|V* V1298 Tau|[WKS96]  4|Gaia DR2 51886335968692480|Gaia DR1 51886331671914496,SIMBAD,1
HR875,input,5186208817062871168,gaia-query-id-gsheet,44.15577747685069,gaia-query-id-input,-3.7125127252624694,gaia-query-id-input,-37.178589535651064,gaia-query-id-input,-44.45703519475245,gaia-query-id-input,15.648713234551169,gaia-query-id-input,NAN,input,5.120682716369629,gaia-query-id-input,5.203036308288574,gaia-query-id-input,5.054622173309326,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,HR875|HD  18331|BD-04   502|FK5 1080|GC  3541|GCRV  1639|GEN# +1.00018331|GSC 04703-01166|HIC  13717|HIP  13717|HR   875|IRAS 02541-0354|JP11   721|2MASS J02563742-0342444|N30  603|PLX  612|PLX  612.00|PMC 90-93   712|PPM 185207|ROT   394|SAO 130199|SKY#  4420|TD1  1781|TYC 4703-1166-1|UBV    2858|UBV M   9239|uvby98 100018331|WEB  2720|YZ  93   704|Gaia DR2 5186208817062871168,SIMBAD,1
EPSILONERI,input,5164707970261630080,gaia-query-id-gsheet,53.22843060109699,gaia-query-id-input,-9.458171515191356,gaia-query-id-input,-975.3755199455246,gaia-query-id-input,20.265517485830134,gaia-query-id-input,312.21914118452634,gaia-query-id-input,NAN,input,3.369140386581421,gaia-query-id-input,4.002591609954834,gaia-query-id-input,2.882995128631592,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,"EPSILONERI|* eps Eri|*  18 Eri|** BLA    2|** MBA    1A|1AXG J033256-0926|BD-09   697|CCDM J03329-0927A|Ci 20  241|1E 0330.5-0937|2E   788|2E 0330.5-0937|2EUVE J0332-09.4|EUVE J0332-09.4|FK5  127|GC  4244|GCRV  1962|GEN# +1.00022049|GES J03325495-0927294|GJ   144.0|GJ   144|HD  22049|HIC  16537|HIP  16537|HR  1084|IRAS 03305-0937|IRC -10048|JP11   792|LFT  291|LHS  1557|LPM 158|LTT  1675|2MASS J03325591-0927298|N30  726|NAME Ran|NLTT 11207|8pc 310.75|PLX  742|PLX  742.00|PMC 90-93    91|PM 03306-0938|PPM 185905|RAFGL  497|RBS   439|2RE J033253-092646|2RE J0332-092|RE J0332-092|RE J033255-092717|ROT   531|RX J0332.9-0927|1RXS J033256.4-092727|SACS  76|SAO 130564|SKY#  5366|SPOCS  171|TD1  2301|TYC 5296-1533-1|UBV    3410|UBV M   9580|uvby98 100022049|V* eps Eri|WDS J03329-0927A|WDS J03329-0927Aa,Ab|WEB  3160|YZ   0  4513|YZ  99   836|Zkh  51|[FS2003] 0134|Gaia DR2 5164707970261630080",SIMBAD,1
GL169.1A,input,470826482635704064,gaia-query-id-gsheet,67.80884038972877,gaia-query-id-input,58.96826404654205,gaia-query-id-input,1303.270246702039,gaia-query-id-input,-2043.8474771871197,gaia-query-id-input,180.42146832690443,gaia-query-id-input,NAN,input,9.698112487792969,gaia-query-id-input,11.37700080871582,gaia-query-id-input,8.464423179626465,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,GL169.1A|LHS    26|** STN 2051A|AKARI-IRC-V1 J0431126+585823|ASCC  176742|CCDM J04312+5858A|CSI+58-04268  1|G 175-34A|GJ   169.1 A|IDS 04224+5849 A|IRAS 04268+5852|JP11  5943|Karmn J04311+589|LSPM J0431+5858W|2MASS J04311147+5858375|NAME Stein 2051 A|NAME Stein 2051A|NLTT 13373|8pc 181.36A|PM J04311+5858|UBV    4295|UCAC4 745-033846|USNO-B1.0 1489-00136092|USNO 120|USNO 807|WDS J04312+5858A|WISEA J043113.21+585816.7|WISE J043113.20+585816.7|Zkh  62|[RHG95]   780|Gaia DR2 470826482635704064,SIMBAD,1
GL699,input,4472832130942575872,gaia-query-id-gsheet,269.4486143580427,gaia-query-id-input,4.737980765585507,gaia-query-id-input,-802.802647878488,gaia-query-id-input,10362.542163273869,gaia-query-id-input,547.4506196448664,gaia-query-id-input,NAN,input,8.19510555267334,gaia-query-id-input,9.81038761138916,gaia-query-id-input,6.96986722946167,gaia-query-id-input,2015.5,gaia-query-id-input,3224.0,HEADER[CFHT],GL699|BD+04  3561a|AC2000  146626|ASCC 1153178|CCDM J17578+0441A|Ci 20 1069|CSI+04-17554|CSV   7737|1E 1755.3+0438|GAT   12|GCRV 10392|GEN# +0.00403561|G 140-24|GJ   699|GSC 00425-00184|GSC 00425-02502|HIC  87937|HIP  87937|IRAS 17553+0438|JP11    18|Karmn J17578+046|LFT 1385|LHS    57|LSPM J1757+0441|LTT 15309|2MASS J17574849+0441405|MCC 799|NAME Barnard's star|NAME Barnard Star|NLTT 45718|NSV  9910|8pc 549.01|PLX 4098|PLX 4098.00|PM J17578+0441N|StKM 2-1355|TYC  425-2502-1|UBV   15269|UCAC2  33428712|UCAC4 474-068224|USNO-B1.0 0946-00315199|USNO 347|USNO 876|uvby98 000403561|V* V2500 Oph|VVO   6|WEB 14849|WISEA J175747.94+044323.8|Zkh 269|[RHG95]  2849|Gaia DR2 4472832130942575872,SIMBAD,1
GJ1214,input,4393265392167891712,gaia-query-id-gsheet,258.83139908465336,gaia-query-id-input,4.96067947299482,gaia-query-id-input,580.4474112141758,gaia-query-id-input,-749.5877390171612,gaia-query-id-input,68.26534018946352,gaia-query-id-input,NAN,input,13.008901596069336,gaia-query-id-input,14.932443618774414,gaia-query-id-input,11.696242332458496,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,GJ1214|LHS  3275|** GJ 1214A|GEN# +9.80139021|G 139-21|GJ  1214|LSPM J1715+0457|2MASS J17151894+0457496|NLTT 44431|PLX 3913.01|PM J17153+0457|UBV M  53793|UCAC4 475-063069|USNO-B1.0 0949-00280047|USNO 256|WDS J17153+0458A|WISEA J171519.33+045742.2|[RHG95]  2724|Gaia DR2 4393265392167891712,SIMBAD,1
HD154363B,input,4364480521350598144,gaia-query-id-gsheet,256.3034501338088,gaia-query-id-input,-5.099109759693131,gaia-query-id-input,-917.2763180928323,gaia-query-id-input,-1131.9472994929386,gaia-query-id-input,95.63691872945589,gaia-query-id-input,34.43547830142932,gaia-query-id-input,9.167628288269043,gaia-query-id-input,10.311248779296875,gaia-query-id-input,8.133315086364746,gaia-query-id-input,2015.5,gaia-query-id-input,NAN,input,HD154363B|LHS   432|BD-04  4226|CCDM J17051-0504B|Ci 20 1018|GCRV  9854|GEN# +1.00154363B|GEN# +9.80019014|GEN# -0.00404226|G  19-14|GJ   654|GSC 05072-00347|HD 154363B|HIC  83599|HIP  83599|IDS 16597-0456 B|JP11   250|Karmn J17052-050|LFT 1317|LPM 626|LTT  6824|2MASS J17051383-0505385|NC 42|NLTT 44131|NSV  8176|PLX 3880|PLX 3880.00|PM 17026-0502|PM J17052-0505|StKM 2-1292|TYC 5072-1232-1|UBV   14389|UBV   14407|UBV M   5159|UBV   14410|UCAC2  30040735|UCAC4 425-069319|UGP 425|WDS J17050-0504B|WEB 14140|WISEA J170513.16-050550.7|Wolf  636|Zkh 240|[RHG95]  2692|Gaia DR2 4364480521350598144|Gaia DR1 4364855828476735232,SIMBAD,1
