OBJNAME,OBJNAME_SOURCE,GAIADR2ID,GAIAID_SOURCE,RA_DEG,RA_SOURCE,DEC_DEG,DEC_SOURCE,PMRA,PMRA_SOURCE,PMDE,PMDE_SOURCE,PLX,PLX_SOURCE,RV,RV_SOURCE,GMAG,GMAG_SOURCE,BPMAG,BPMAG_SOURCE,RPMAG,RPMAG_SOURCE,EPOCH,EPOCH_SOURCE,TEFF,TEFF_SOURCE,ALIASES,ALIASES_SOURCE,USED,UHASH
HD_15558,update-id-gsheet,465528726379402112,update-id-gsheet,38.177232163158585,gaia-query-id-input,61.455988867229784,gaia-query-id-input,-0.4413481390346281,gaia-query-id-input,-1.487824468860857,gaia-query-id-input,0.4654854963310318,gaia-query-id-input,,,7.771296977996826,gaia-query-id-input,8.088456153869629,gaia-query-id-input,7.302713871002197,gaia-query-id-input,2015.5,gaia-query-id-input,42000.0,HEADER[CFHT],HD  15558|[MJD95] J023242.56+612721.6|SKY#  3767|AG+61  243|CEL    284|LS   I +61  284|Cl* IC 1805   HOAG       1|WDS J02327+6127A|HIC  11832|2MASS J02324253+6127215|JP11  4470|UBV    2530|GOS G134.72+00.92 01|Gaia DR2 465528726379402112|3XMM J023242.5+612721|SSTGLMA G134.7243+00.9249|** STI  368A|Goy  46|CGO  50|UBV M  38627|ADS  1920 A|[HJ56]  33|TIC 14039636|IC 1805  148|MCW  192|CCDM J02327+6127A|[KSP2003] G134.7244+00.9253|ALS  7283|MPCM J023242.54+612721.7|[VGK85] IC  1805 +61 101|[ZZ2002]  11|uvby98 318050148|GSC 04046-00044|GEN# +3.18050148|TYC 4046-44-1|ADS  1920|BD+60   502|XMMU J023242.6+612721|ROT  3697|[KSP2003] J023242.70+612723.0|IDS 02251+6101 A|PPM  13720|SAO  12326|1E 0228.8+6114|GCRV  1424|SBC9 1946|Cl* IC 1805    NBE      80|Hilt  325|CXOU J023242.5+612721|HIP  11832|1RXS J023242.8+612733|WEB  2450,,1,b0d1925f154766bedd4384c283ef91ccd901a7fd8f89fc68b5327f0f763ac429
HD_15570,update-id-gsheet,465527523788667392,update-id-gsheet,38.20591339940568,gaia-query-id-input,61.37835441308229,gaia-query-id-input,-0.6121082013636537,gaia-query-id-input,-0.8474795187820332,gaia-query-id-input,0.39852471397182976,gaia-query-id-input,,,7.878678321838379,gaia-query-id-input,8.344832420349121,gaia-query-id-input,7.265336036682129,gaia-query-id-input,2015.5,gaia-query-id-input,45000.0,HEADER[CFHT],HD  15570|[HJ56]  34|Gaia DR2 465527523788667392|MPCM J023249.43+612242.2|[VGK85] IC  1805 +61 103|IC 1805  160|Cl* IC 1805   HOAG       2|[KSP2003] G134.7671+00.8584|CGO  51|Cl* IC 1805   HOAG     101|TYC 4046-606-1|AG+61  244|[ZZ2002]  13|[KSP2003] J023249.73+612241.9|HIC  11837|JP11  4471|GCRV  1426|WEB  2451|SSTGLMA G134.7666+00.8584|[KW97] 12-26|2MASS J02324940+6122420|3XMM J023249.4+612242|MCW  193|GOS G134.77+00.86 01|Hilt  327|Gaia DR1 465527519486677376|uvby98 318050160|HIP  11837|CXOU J023249.4+612242|UBV M  38631|[MJD95] J023249.45+612242.2|UBV    2533|GSC 04046-00606|LS   I +61  286|GEN# +3.18050160|TIC 14039274|BD+60   504|ALS  7289|XMMU J023249.5+612242|PPM  13721|SAO  12327|NSV   850|Goy  47|EM* AS   62,,1,240da685d27cf6e56bbcf6d5ec640318ede1d9adf8fb1bc3b98444bf52050608
HD_15629,update-id-gsheet,465535048571192704,update-id-gsheet,38.335774871334806,gaia-query-id-input,61.521716263617485,gaia-query-id-input,-0.5794646155881169,gaia-query-id-input,-0.6084589181324471,gaia-query-id-input,0.4579353237667017,gaia-query-id-input,,,8.286857604980469,gaia-query-id-input,8.553038597106934,gaia-query-id-input,7.880589962005615,gaia-query-id-input,2015.5,gaia-query-id-input,42000.0,HEADER[CFHT],HD  15629|MPCM J023320.59+613118.3|MCW  196|LS   I +61  293|TIC 49720925|BD+60   507|AG+61  245|IRAS 02295+6117|SSTGLMA G134.7693+01.0146|Hilt  330|Gaia DR2 465535048571192704|GCRV  1431|GEN# +3.18050192|Gaia DR1 465535044269380096|SAO  12330|UBV M  38646|[VGK85] IC  1805 +61 111|uvby98 318050192|[MJD95] J023320.61+613118.1|CXOU J023320.5+613118|3XMM J023320.6+613118|2MASS J02332059+6131183|HIC  11891|CGO  53|TYC 4046-1192-1|GOS G134.77+01.01 01|ALS  7303|PPM  13723|AKARI-IRC-V1 J0233205+613117|UBV    2540|[ZZ2002]  16|Cl* IC 1805   HOAG       3|HIP  11891|[HJ56]  35|XMMU J023320.7+613117|Goy  48|IC 1805  192|GSC 04046-01192|WEB  2457|Cl* IC 1805   HOAG     102,,1,b2976b8b6c836fb2d195902b4113c1baa9dc5dcb55d16386f05b08312291851a
HD_17603,update-id-gsheet,460625282472690048,update-id-gsheet,42.94916081583168,gaia-query-id-input,57.048460387485214,gaia-query-id-input,0.30715439821819734,gaia-query-id-input,-0.653098218372151,gaia-query-id-input,0.3891900891498416,gaia-query-id-input,,,8.23498821258545,gaia-query-id-input,8.6340913772583,gaia-query-id-input,7.6843180656433105,gaia-query-id-input,2015.5,gaia-query-id-input,34000.0,HEADER[CFHT],HD  17603|[ZZ2002]  43|WDS J02518+5703A|Gaia DR1 460625278174954880|CCDM J02518+5703A|UBV    2761|MCW  219|PPM  28052|YZ  56  2562|Hilt  361|LS   I +56   73|Gaia DR2 460625282472690048|BD+56   728|GEN# +1.00017603|EM* CDS  318|TYC 3708-1269-1|UBV M   9172|GOS G138.77-02.08 01|[HJ56]  42|TIC 251145091|2MASS J02514781+5702546|GSC 03708-01269|** SCA    6A|CSV 102392|AG+56  373|CGO  62|SAO  23663|ALS  7512|uvby98 100017603|NSV   959,,1,9271a361a57f79e77ef976f0c72a76cb1aa8f800f76801ba6fe7486b8bcf3767
HD_22468,update-id-gsheet,3263936692671872384,update-id-gsheet,54.19690463079936,gaia-query-id-input,0.5870643024843617,gaia-query-id-input,-32.89385366383951,gaia-query-id-input,-161.77246496664088,gaia-query-id-input,33.75277798101436,gaia-query-id-input,,,5.599965572357178,gaia-query-id-input,6.167850017547607,gaia-query-id-input,4.9521965980529785,gaia-query-id-input,2015.5,gaia-query-id-input,5040.0,HEADER[CFHT],HD  22468|WEB  3204|GC  4311|HR  1099|CSI+00   616  1|XSS J03385+0029|RBS   449|SAO 111291|[BSF97] J033647.4+003518|2E   804|TIC 311092804|PPM 146726|ADS  2644 A|[ATZ98] A031|2XMM J033647.2+003516|4U 0336+01|V* V711 Tau|GEN# +1.00022468|CCDM J03368+0035A|GCRV  1996|PMSC 03317+0015A|LSPM J0336+0035|BD+00   616A|TD1  2351|IRAS 03342+0025|1ES 0334+00.4|2E 0334.2+0025|AG+00  310|uvby98 100022468 A|HIP  16846|1H 0327+000|AT 0339+063|AKARI-IRC-V1 J0336472+003514|SDSS J033647.26+003515.2|UBV    3453|GSC 00064-01568|YZ   0   769|[FS2003] 0137|CABS  29|1XRS 03362+010|INTREF   156|RE J0336+003|3A 0335+001|TYC   64-1568-1|CCABS  27|PLX  751|1RXS J033647.2+003518|IDS 03317+0016 A|UBV M   9608|2MASS J03364726+0035159|PMSC 03317+0015Aab|2MAXI J0336+006|SKY#  5466|EUVE J0336+00.6|WDS J03368+0035A|** STF  422A|Gaia DR2 3263936692671872384|RE J033647+003525|2RE J0336+003|HD  22468A|BD+00   616|EUVE J0336+00.5|2RE J033647+003535|[ZEH2003] RX J0336.7+0035  1|[BM83] X0334+004|1E 0334.2+0025|NVSS J033647+003515|HIC  16846|ASCC 1100487|RX J0336.7+0035|2EUVE J0336+00.6|SBC7   131|RGB J0336+005|SBC9 181|USNO-B1.0 0905-00036210,,1,c13dfce7d62decfe17a2c00436caf51e1f27fab29688d6f54407fa13e0886311
HD_24431,update-id-gsheet,251961924258399616,update-id-gsheet,58.910080039416044,gaia-query-id-input,52.641318530926405,gaia-query-id-input,-1.9560194132345687,gaia-query-id-input,0.5244120897543947,gaia-query-id-input,1.215685954082516,gaia-query-id-input,,,6.679010391235352,gaia-query-id-input,6.846002101898193,gaia-query-id-input,6.285146236419678,gaia-query-id-input,2015.5,gaia-query-id-input,33000.0,HEADER[CFHT],HD  24431|ALS  7804|PPM  28786|TYC 3717-49-1|SAO  24300|HIC  18370|PMC 90-93  2069|UBV    3782|SKY#  6005|[HJ56]  50|2MASS J03553840+5238288|AGKR  3444|WDS J03556+5238AB|GSC 03717-00049|TD1  2626|LS   V +52   13|FK5 4356|UBV M   9787|CGO  71|JP11   829|YZ  52  1648|WEB  3547|** HDS  494|HIP  18370|TIC 403084782|GEN# +1.00024431|GOS G148.84-00.71 01|MCW  253|BD+52   726|GCRV  2241|[ZZ2002] 243|AG+52  379|Hilt  406|Gaia DR2 251961924258399616|uvby98 100024431|Gaia DR1 251961919957643392|GC  4708,,1,51d90461de27355492dff9f01f74dc9e402672435068d40134e43a35076dc877
HD_28568,update-id-gsheet,3312837025641272320,update-id-gsheet,67.69550317234906,gaia-query-id-input,16.148537246926157,gaia-query-id-input,114.13417859772498,gaia-query-id-input,-33.760351992233545,gaia-query-id-input,22.117074154136375,gaia-query-id-input,41.399056681378745,gaia-query-id-input,6.38593053817749,gaia-query-id-input,6.626399517059326,gaia-query-id-input,6.037864685058594,gaia-query-id-input,2015.5,gaia-query-id-input,6510.0,HEADER[CFHT],HD  28568|HIP  21053|GSC 01265-00763|[AKS95]   49|WEB  4051|LP   15-640|JP11  4885|TYC 1265-763-1|YZ  16  1203|WDS J04306+1612B|SKY#  6991|2MASS J04304677+1608554|Cl* Melotte   25     VA     597|Gaia DR2 3312837025641272320|2E 0427.9+1602|HIC  21053|uvby98 520250085|SAO  93981|ROT  3883|TIC 245819740|AG+16  385|** LDS 2246B|Cl Melotte   25    85|GEN# +5.20250085|EUVE J0430+16.1|2E  1067|Cl* Melotte   25      S     111|UCAC4 531-008957|UBV M  41291|BD+15   640|GCRV  2645|Gaia DR1 3312837021344678144|TD1  3252|IDS 04249+1558 B|UBV    4340|PLX  996.02|PPM 119973|WISEA J043046.89+160855.0|CEL    420|CCDM J04306+1611B|GC  5487|[RSP2011] 394|Cl* Melotte   25    HAN     496,,1,7ece8a9b4d052669d0ac2f26f92e96c43d84ef9d10e07e662fe50f19d28be85d
HD_34656,update-id-gsheet,187469760492408960,update-id-gsheet,80.17951030315471,gaia-query-id-input,37.43865103913912,gaia-query-id-input,0.12950076915988723,gaia-query-id-input,-4.484210833186182,gaia-query-id-input,0.40116628665653126,gaia-query-id-input,,,6.72013521194458,gaia-query-id-input,6.754210472106934,gaia-query-id-input,6.668503284454346,gaia-query-id-input,2015.5,gaia-query-id-input,34000.0,HEADER[CFHT],HD  34656|uvby98 100034656|ALS  8276|TYC 2402-199-1|LS   V +37   10|EXO 051719+3723.3|WEB  4833|TIC 333723961|BD+37  1146|Gaia DR1 187469756195973120|UBV    5064|WDS J05207+3726A|CGO  82|Gaia DR2 187469760492408960|GCRV  3180|GC  6532|GEN# +1.00034656|UBV M  10826|Glazar Aur   7|CCDM J05207+3726A|MCW  292|PPM  70228|ROT   762|AG+37  582|SKY#  8459|CSI+37  1146  1|[HJ56]  57|EM* CDS  487|GOS G170.04+00.27 01|HIP  24957|CEL    620|GSC 02402-00199|HIC  24957|IDS 05139+3720 A|SAO  57919|** SEI  201|2MASS J05204307+3726192|TD1  4388,,1,9e1289200b8fbe2250e362b9515d43932e4aedb42f977524036236f41e9b448f
HD_36879,update-id-gsheet,3402983608883878016,update-id-gsheet,83.91883359852253,gaia-query-id-input,21.403218068091668,gaia-query-id-input,-5.766492081210448,gaia-query-id-input,-8.90050985123899,gaia-query-id-input,0.4482331142505535,gaia-query-id-input,,,7.483903408050537,gaia-query-id-input,7.592109203338623,gaia-query-id-input,7.306021690368652,gaia-query-id-input,2015.5,gaia-query-id-input,35000.0,HEADER[CFHT],HD  36879|GEN# +1.00036879|GCRV 25298|Gaia DR1 3402983608883878016|AG+21  538|GOS G185.22-05.89 01|TYC 1309-991-1|[HJ56]  68|PMC 90-93  4661|YZ  21  1808|HIC  26272|UBV M  11188|SAO  77293|MCW  332|GSC 01309-00991|HIP  26272|uvby98 100036879|Hilt  467|SKY#  9048|WEB  5156|2MASS J05354052+2124117|LS   V +21    9|Gaia DR2 3402983608883878016|TIC 437857091|WDS J05357+2124AB|TD1  4902|ALS  8444|PPM  94534|CEL    824|** MZA   17|UBV    5456|CGO  98|BD+21   899,,1,37ee3d15bc5caf289fbdcac8bf0292ae837d6b47fcfc5f969ba54602fbf6a0f5
HD_38529,update-id-gsheet,3219847066672970368,update-id-gsheet,86.64513630752018,gaia-query-id-input,1.167586593650513,gaia-query-id-input,-77.67018818363087,gaia-query-id-input,-141.98733816405354,gaia-query-id-input,23.58192522982557,gaia-query-id-input,30.27194613676484,gaia-query-id-input,5.733188152313232,gaia-query-id-input,6.142084121704102,gaia-query-id-input,5.230102062225342,gaia-query-id-input,2015.5,gaia-query-id-input,5490.0,HEADER[CFHT],HD  38529|TD1  5316|SAO 113119|USNO-B1.0 0911-00068748|SRS   6616|SPOCS  282|HIC  27253|UBV    5908|YZ   0  2812|PPM 149432|YZ   1  1467|GC  7226|AG+01  618|TIC 200093173|PLX 1320.00|HR  1988|BD+01  1126|2MASS J05463492+0110053|PLX 1320|WDS J05466+0110A|uvby98 100038529|GCRV  3581|SKY#  9486|WEB  5357|IRAS 05439+0109|AGKR  5158|ASCC 1108132|HIP  27253|Gaia DR2 3219847066672970368|TYC  116-1316-1|LSPM J0546+0110|** RAG    1A|GSC 00116-01316|UBV M  11482|GEN# +1.00038529|1RXS J054635.4+011010,,1,3c5b0b58c84d75913f2d21a4048f2ba96ab32d58dd4378f455edd02521de9869
HD_42088,update-id-gsheet,3375202836997950592,update-id-gsheet,92.41488799318495,gaia-query-id-input,20.487614451800606,gaia-query-id-input,0.4351816063010387,gaia-query-id-input,-2.7867185613037764,gaia-query-id-input,0.5751539809245941,gaia-query-id-input,,,7.4796319007873535,gaia-query-id-input,7.531181335449219,gaia-query-id-input,7.39962911605835,gaia-query-id-input,2015.5,gaia-query-id-input,38000.0,HEADER[CFHT],HD  42088|GCRV  3875|2MASS J06093957+2029153|2E 0606.7+2030|HIC  29216|AG+20  639|ALS  8751|GSC 01322-00797|SAO  78049|TD1  6176|2E  1605|MCW  395|HIP  29216|CGO 117|PPM  95519|uvby98 100042088|Hilt  522|UCAC4 553-022906|LS   V +20   19|[JPO2012] 16|CEL   1093|[HJ56]  75|Gaia DR2 3375202836997950592|ROT   983|Gaia DR1 3375202832701156096|GOS G190.04+00.48 01|WEB  5731|SKY# 10333|TIC 45447053|UBV M  11800|BD+20  1284|TYC 1322-797-1|YZ  20  2218|UBV    6201|GEN# +1.00042088,,1,ffbd67722315b6203f634296f5b4f378b88b0e5e555e50aae8bd5a04383201a3
HD_43162,update-id-gsheet,2913411183149615744,update-id-gsheet,93.43850678206691,gaia-query-id-input,-23.861458285120424,gaia-query-id-input,-47.73288564485171,gaia-query-id-input,110.90026407228903,gaia-query-id-input,59.76171398630526,gaia-query-id-input,21.760082841533116,gaia-query-id-input,6.177424907684326,gaia-query-id-input,6.560812950134277,gaia-query-id-input,5.683481693267822,gaia-query-id-input,2015.5,gaia-query-id-input,5560.0,HEADER[CFHT],HD  43162|HIC  29568|HR  2225|RE J0613-235|TIC 124494439|GEN# +1.00043162|GJ  3389|UBV    6286|SAO 171428|uvby98 100043162|TYC 6505-2273-1|YZ 113  3371|GC  7961|2MASS J06134528-2351433|Gaia DR2 2913411183149615744|GSC 06505-02273|RE J061344-235223|SPOCS 2663|** RAG    5A|EUVE J0613-23.9|CD-23  3577|WDS J06138-2352A|V* V352 CMa|SRS   6921|PPM 250051|Gaia DR1 2913411178849955712|IRAS 06116-2350|HIP  29568|UBV M  11903|** SKF   58A|2RE J0613-235|TD1  6490|2RE J061344-235140|NSV 16808|CPD-23  1125|SKY# 10503|2EUVE J0613-23.9,,1,0d6a6ac27bd2e1fc50ad8082ebf7e1538ae678f64cf597fbfdf1f8678f09fbb6
HD_46223,update-id-gsheet,3131331054879415680,update-id-gsheet,98.03877143063744,gaia-query-id-input,4.823529784039816,gaia-query-id-input,-1.4126708875403693,gaia-query-id-input,-0.011331628431221777,gaia-query-id-input,0.5757358839323078,gaia-query-id-input,,,7.186755180358887,gaia-query-id-input,7.326026916503906,gaia-query-id-input,6.964848041534424,gaia-query-id-input,2015.5,gaia-query-id-input,45000.0,HEADER[CFHT],HD  46223|uvby98 222440203|[MJD95] J063209.32+044924.9|UBV    6500|TYC  154-70-1|WDS J06322+0450AB|YZ   0  2400|GSC 00154-00070|WEB  6217|2MASS J06320931+0449246|SSTGLMA G206.4382-02.0736|HIP  31149|BD+04  1302|CGO 132|AG+04  797|Gaia DR1 3131331050580521216|JP11  3959|[KSP2003] J063209.41+044926.0|[WTF2008] Main 615|TD1  7358|GOS G206.44-02.07 01|ALS  8989|[WTF2008] FLAMINGOS J063115+050215|SAO 114017|2E  1683|Cl* NGC 2244   JOHN       3|GEN# +2.22440203|EM* CDS  612|Gaia DR2 3131331054879415680|SKY# 11295|[HJ56]  87|TIC 234881667|[BC2002]  82|HGAM    536|Hilt  565|PPM 150705|NGC  2244   203|USNO-B1.0 0948-00096877|MCW  439|1E 0629.5+0452|ROT  3601|[KSP2003] G206.4380-02.0730|CEL   1287|Cl* NGC 2244     VS      47|HIC  31149|YZ   4  2993|2E 0629.5+0451|CoRoT 1718|CXOU J063209.3+044924|[BMR2007] J098.0388+04.8234|1RXS J063208.6+044942|GCRV  4191|GC  8489|[VGK85] NGC  2244 +04 167|MPCM J063209.31+044924.5|LS  VI +04   13,,1,09a3dc3e25d874dd6974c57e9a33fea23f26ee60c040749c4825f8315b385849
