KEYNAME, FIBER, REFCAL, FILENAME, HUMANTIME, UNIXTIME, OBJECT, AIRMASS, TAU_WATER, TAU_OTHERS, PID, PDATE, USED
SKY_MODEL, A, 1, sky_model.fits, 1970-01-01 00:00:00.000000, 0.0, NULL, NULL, NULL, NULL, NULL, NULL, 1
