nsig,xpix,ypix
521.61083984375,3653,282
2241.054443359375,675,283
27.18424415588379,1453,284
182.1686553955078,1556,284
33.81825637817383,2090,284
11.276752471923828,3228,284
191.36773681640625,3573,284
16.91907501220703,1173,285
20.33684539794922,3101,286
773.164306640625,280,288
14.064419746398926,1066,288
310.1519775390625,1348,288
12.714529037475586,1110,289
1153.0875244140625,1820,289
18.284257888793945,671,290
289.2728271484375,3065,290
1726.740478515625,3306,291
93.60877990722656,979,292
486.93170166015625,1142,293
408.8008728027344,3355,293
74.41971588134766,1752,294
153.7652587890625,2759,295
55.91843032836914,602,296
12.776155471801758,1448,296
22.014942169189453,2028,296
360.9443054199219,922,297
246.03616333007812,3173,297
42.48908233642578,1065,298
140.67120361328125,1648,298
173.1935577392578,1141,299
321.8652648925781,1756,299
235.44644165039062,621,301
150.31097412109375,2196,303
2294.1953125,1465,304
85.80345916748047,893,306
166.47592163085938,906,306
17.125659942626953,3569,306
630.361572265625,32,307
979.61376953125,3556,307
33.568668365478516,1954,308
731.0036010742188,3662,308
889.5549926757812,14,309
10.01869010925293,2440,309
691.6500244140625,2652,309
638.2345581054688,2890,309
182.62815856933594,3857,309
20.153963088989258,2780,311
47.712059020996094,3416,312
58.00376892089844,677,313
442.9245300292969,3288,315
67.9675521850586,1399,316
48.43942642211914,2233,316
239.99703979492188,1073,317
949.0516967773438,194,319
1163.9072265625,1842,319
589.4557495117188,2328,319
697.950439453125,2672,319
29.01390266418457,2985,320
10.01157283782959,3196,320
138.98220825195312,708,321
196.38055419921875,3016,321
14.841320037841797,3464,321
15.13107681274414,585,322
16.100017547607422,1146,322
323.66912841796875,2466,322
15.67652702331543,3934,322
1177.505859375,1581,323
17.507102966308594,2713,323
37.799888610839844,2846,323
218.98570251464844,205,324
101.3941650390625,1373,324
56.41011047363281,1661,324
42.864654541015625,2148,324
31.078968048095703,2322,324
19.44731330871582,3451,325
145.54148864746094,976,327
50.601924896240234,1044,327
962.553466796875,2433,327
34.367584228515625,2199,329
752.3641357421875,3330,329
801.2286376953125,2983,330
688.8162841796875,3232,330
556.4452514648438,1272,332
531.767578125,1561,333
249.9605712890625,1751,333
646.7314453125,1438,336
800.0208129882812,2176,337
23.20745086669922,3804,338
14.89167594909668,2520,339
14.61093807220459,2862,339
522.1179809570312,901,340
83.2767105102539,2111,340
585.5437622070312,2486,341
301.34234619140625,569,342
14.90671443939209,2508,342
12.199844360351562,650,343
195.8606719970703,3102,344
15.572667121887207,350,345
190.61700439453125,2523,345
28.706340789794922,2788,345
63.251041412353516,3040,345
11.313445091247559,3336,345
221.6139373779297,2578,346
22.21243667602539,1687,347
189.3707275390625,1608,348
73.87748718261719,3666,348
330.84075927734375,947,349
30.008243560791016,174,350
233.3509521484375,1990,350
13.812698364257812,2249,350
443.0390930175781,2991,351
10.581056594848633,3262,351
554.072998046875,3443,351
671.201171875,3875,351
10.116729736328125,1140,352
76.06741333007812,1237,352
53.50474548339844,3922,352
860.2178955078125,1423,353
784.3740844726562,1624,355
28.50461769104004,2784,355
156.20278930664062,486,356
153.95684814453125,3204,356
148.98411560058594,39,358
116.58990478515625,1859,358
977.6554565429688,2012,359
47.87284851074219,585,361
25.87944793701172,3837,361
401.112548828125,208,362
15.539438247680664,1235,362
10.732256889343262,2336,362
81.3779525756836,1267,363
10.46168041229248,3592,363
1674.7142333984375,1134,364
1472.105712890625,1655,364
50.7764892578125,3026,364
562.7393188476562,3775,364
75.76580047607422,1760,365
339.9950256347656,1842,365
187.38096618652344,3830,366
191.73272705078125,286,367
11.208306312561035,977,367
669.0241088867188,1034,367
30.83311653137207,1291,367
199.26025390625,1847,367
571.6636352539062,3199,369
58.914180755615234,4076,369
33.42537307739258,1478,372
614.9016723632812,2428,372
692.8690185546875,1146,373
25.387184143066406,3063,373
502.72784423828125,3589,373
46.1606559753418,3974,373
149.721923828125,2897,374
45.20417022705078,2087,375
835.3230590820312,4063,375
45.51160430908203,871,376
693.830810546875,1107,376
107.95852661132812,2226,376
835.9130249023438,3525,376
15.70085334777832,1729,377
472.7749938964844,1955,377
458.9834289550781,1110,378
17.174375534057617,3247,378
295.80780029296875,3793,378
530.3133544921875,3417,379
63.742794036865234,325,380
90.0439682006836,1951,381
1454.6427001953125,587,382
46.10349655151367,1627,382
190.27691650390625,2636,382
626.77685546875,1885,383
27.408910751342773,3003,383
17.737064361572266,285,385
98.83365631103516,817,385
11.627534866333008,188,386
511.1833190917969,155,387
149.23992919921875,286,389
612.373046875,1183,390
1767.8983154296875,724,391
941.3375244140625,1594,391
762.1326293945312,2254,391
391.8337707519531,2785,391
373.198486328125,217,393
13.347944259643555,849,394
15.621442794799805,2800,394
846.8987426757812,2091,395
23.579423904418945,407,396
659.65283203125,1749,396
21.186559677124023,3079,396
1223.818115234375,232,398
26.14785385131836,1142,398
10.049959182739258,4067,398
38.53635025024414,1486,399
886.2818603515625,3530,399
196.53225708007812,1758,401
910.091552734375,2915,402
461.6714782714844,3818,402
127.56079864501953,663,403
36.99822998046875,3320,403
13.84967041015625,3464,403
33.59565734863281,3374,404
124.82036590576172,2463,405
35.674442291259766,1590,406
613.1381225585938,2709,406
30.420320510864258,3736,406
159.7512969970703,2290,407
57.5401611328125,2637,408
896.2102661132812,3765,408
311.08782958984375,1037,409
236.6911163330078,688,410
40.5184326171875,3081,410
579.6348266601562,3206,410
227.14353942871094,2577,411
438.6452941894531,3835,411
184.48211669921875,3859,411
402.84576416015625,3316,412
157.96136474609375,1025,413
146.55303955078125,1245,413
17.753461837768555,2369,415
620.8899536132812,3611,416
220.2255401611328,2386,418
18.896034240722656,3005,418
567.2257080078125,3696,418
331.5907897949219,632,419
2023.38037109375,1026,420
55.38602066040039,1215,420
408.4925537109375,1534,420
225.71688842773438,301,421
209.95994567871094,1110,421
151.66336059570312,1371,421
96.87100982666016,822,422
11.97480297088623,1703,422
17.845239639282227,1706,422
20.15013313293457,2582,422
180.12425231933594,3624,422
1426.615234375,292,423
301.6423645019531,1484,423
10.627761840820312,2431,423
41.551170349121094,3073,423
130.4342498779297,3764,423
496.337890625,2814,425
16.46283721923828,3235,425
32.81753921508789,3719,425
47.27883529663086,1677,426
404.2708740234375,1861,426
2476.236328125,3467,426
317.76837158203125,553,427
69.54873657226562,1126,427
231.64437866210938,1403,427
46.96061706542969,1692,427
215.41000366210938,2661,427
70.01294708251953,3254,427
533.2789306640625,590,430
668.9674682617188,3957,430
62.66852951049805,3665,431
21.618854522705078,691,432
12.566363334655762,1812,432
88.04320526123047,3431,432
459.1231994628906,405,433
667.6602172851562,1197,433
659.6381225585938,358,434
447.2590026855469,1621,434
378.3883056640625,3021,435
26.602231979370117,2741,436
731.4478759765625,3010,436
19.749433517456055,2897,437
493.7467956542969,1921,438
205.21925354003906,744,439
46.743507385253906,1369,439
1380.555908203125,3474,439
50.539669036865234,1814,440
32.586769104003906,4082,442
111.42686462402344,2326,445
1012.0179443359375,281,446
799.29833984375,1378,446
270.2433166503906,1388,446
2638.46337890625,3170,446
638.4047241210938,1412,447
183.89794921875,1289,449
202.2536163330078,1791,449
876.6021728515625,639,451
299.5332336425781,429,452
1352.8114013671875,2080,452
378.169921875,1876,453
463.2691650390625,3062,453
80.399169921875,1089,454
987.609130859375,4049,454
695.700927734375,1392,455
634.541259765625,1356,456
42.04377365112305,3052,456
25.78655433654785,3188,456
16.788700103759766,2093,457
315.2632751464844,2860,457
229.21791076660156,3256,457
16.990087509155273,2912,458
74.77830505371094,2940,458
76.21554565429688,1887,459
11.064210891723633,224,460
15.034072875976562,1244,460
36.18893051147461,1596,460
1638.1048583984375,1716,460
30.764135360717773,1950,460
399.78125,13,461
64.78746795654297,1587,461
60.29863357543945,2756,461
863.9442749023438,2865,461
142.15528869628906,1239,462
388.17047119140625,1765,462
19.567052841186523,662,463
22.08832550048828,421,466
1166.1651611328125,1674,466
34.93686294555664,1755,466
74.80891418457031,2603,467
56.310821533203125,2711,467
945.0853271484375,1717,468
46.307926177978516,3544,468
330.2728576660156,437,472
19.7203369140625,1147,473
16.402698516845703,634,474
32.85820007324219,2225,474
97.66877746582031,506,475
556.6798095703125,1875,475
166.3578338623047,2752,475
31.623775482177734,55,476
553.0940551757812,992,476
324.3887023925781,2169,476
783.2886352539062,2187,476
1203.324462890625,3144,477
57.45210647583008,3154,477
544.2986450195312,4028,478
86.92815399169922,1822,479
3229.090576171875,2336,479
10.567056655883789,3170,479
42.2698860168457,2317,480
67.7956314086914,3109,480
19.784088134765625,382,481
306.2104797363281,901,481
361.5908508300781,1015,481
801.6006469726562,3522,481
488.53948974609375,3325,482
50.75616455078125,644,483
284.0222473144531,1225,485
590.5769653320312,1406,485
230.60174560546875,3526,485
468.9683837890625,525,486
187.35467529296875,1201,486
100.93165588378906,4020,486
873.1986083984375,52,489
707.231689453125,2825,489
56.935150146484375,280,490
704.3541870117188,1045,490
131.76254272460938,2086,490
298.8522644042969,3165,490
290.635009765625,1092,491
317.05340576171875,1818,491
229.71615600585938,2034,491
10.723666191101074,2794,491
46.36671447753906,522,494
81.94795227050781,2246,496
16.64360237121582,3526,496
17.95560646057129,1282,497
11.820249557495117,2915,497
183.03065490722656,2806,498
498.8721618652344,1889,499
52.923301696777344,2614,499
85.56838989257812,1157,501
11.101834297180176,2557,501
314.0075378417969,3403,501
54.917877197265625,1102,502
1242.3836669921875,2102,502
684.8229370117188,356,503
35.82830047607422,3790,503
861.6395874023438,825,504
802.8087768554688,1374,504
20.055742263793945,1764,504
910.4110107421875,474,505
1677.2490234375,630,505
81.56038665771484,1442,505
38.62624740600586,2428,505
530.7421264648438,3575,505
1063.3997802734375,1321,507
28.282907485961914,3766,507
123.22515106201172,1259,511
841.5457763671875,3147,511
919.0208740234375,3760,511
80.01115417480469,3283,512
84.84700775146484,2166,513
53.983821868896484,3503,513
558.8756713867188,1946,514
12.760079383850098,2745,514
90.24018096923828,2936,514
295.9356689453125,145,515
565.9395751953125,591,515
867.3408203125,790,515
39.36835861206055,1059,516
204.6469268798828,1565,516
28.606258392333984,3076,516
2233.542724609375,3375,516
64.13087463378906,1045,517
61.955223083496094,3714,517
369.8134765625,3300,518
832.4275512695312,3983,519
51.78150177001953,1564,520
1087.778564453125,1247,521
55.017677307128906,1721,521
221.3331756591797,3061,521
453.1018981933594,297,522
1891.2532958984375,829,522
1003.0946655273438,1182,522
179.99606323242188,3613,523
29.400733947753906,1708,525
20.066083908081055,1310,526
14.430867195129395,2618,526
28.083715438842773,3149,526
264.7511901855469,1385,527
179.81130981445312,2706,528
164.55015563964844,1288,529
173.027587890625,984,530
25.127384185791016,2221,530
37.14878463745117,3326,530
17.1296329498291,330,531
850.3090209960938,1002,532
56.873870849609375,2123,532
1057.37109375,462,533
13.625151634216309,2357,533
145.63241577148438,3931,533
16.084714889526367,1907,534
567.3024291992188,2193,534
392.39129638671875,3750,534
726.3497924804688,188,535
91.44720458984375,2416,535
147.72235107421875,1870,536
418.0703430175781,3217,536
62.25605010986328,1298,537
10.127091407775879,3173,537
1643.45458984375,1037,539
45.69733428955078,1232,540
44.02968215942383,489,541
52.2116813659668,2998,541
115.48314666748047,169,542
11.145330429077148,2746,542
82.0437240600586,981,543
62.21982192993164,1460,543
121.34735870361328,3487,543
114.18887329101562,550,545
848.6126708984375,1582,545
162.9911346435547,3718,545
1257.4730224609375,2590,546
100.55689239501953,2859,547
983.7803344726562,629,548
68.5849838256836,3057,549
267.70770263671875,3279,549
41.01270294189453,3524,549
1209.5643310546875,3843,549
469.0174560546875,495,550
98.3032455444336,1169,550
169.4075469970703,1806,550
440.2512512207031,1283,551
77.49172973632812,2355,551
2630.868896484375,2572,551
97.8251953125,1447,552
375.11480712890625,2030,553
47.715328216552734,2871,553
14.969608306884766,2979,553
66.39069366455078,2997,553
31.489625930786133,751,555
150.205810546875,1896,556
1633.40869140625,1113,558
11.360382080078125,3933,558
293.2009582519531,4003,558
157.5794219970703,860,560
793.0799560546875,1278,560
10.470946311950684,3143,560
716.3818359375,3355,560
15.712181091308594,956,562
1029.599609375,2896,562
694.3779296875,3694,562
919.8255004882812,850,563
21.044384002685547,1069,563
121.5822982788086,76,565
1223.2060546875,1103,565
419.9194641113281,2548,565
1134.4075927734375,3132,565
13.302700996398926,307,566
14.173641204833984,79,567
1007.4424438476562,1455,567
12.39818000793457,1688,567
851.0183715820312,1020,568
842.837890625,1482,568
277.3581237792969,2337,568
24.972654342651367,3966,568
81.95763397216797,2177,569
15.397899627685547,1004,570
407.5984802246094,1007,571
82.55876159667969,1238,571
872.3187255859375,1391,571
84.10114288330078,2830,571
31.3189697265625,3000,572
1396.6923828125,434,573
26.61968994140625,2709,573
411.3629455566406,3082,573
551.5117797851562,324,575
914.011962890625,1613,575
52.64551544189453,1823,575
923.0062866210938,3545,575
300.28302001953125,186,576
20.998001098632812,2699,577
1233.7962646484375,3398,578
457.0129699707031,3951,578
98.93598937988281,926,579
1404.368896484375,1534,579
529.032470703125,2914,579
17.356462478637695,156,580
1060.418701171875,1521,582
46.6876220703125,3945,583
131.63922119140625,823,585
90.57646942138672,1766,585
174.7669677734375,4037,585
370.0892028808594,128,586
16.664600372314453,2808,586
55.493587493896484,782,587
416.1343994140625,563,588
26.639062881469727,2892,588
1361.7890625,1082,589
16.3218936920166,3561,589
60.21828079223633,993,590
294.84442138671875,1721,590
617.5973510742188,3886,590
24.88502311706543,1353,591
210.79244995117188,1750,592
488.9109802246094,2175,592
989.3575439453125,817,593
94.17971801757812,2893,593
84.85383605957031,3393,593
51.1812744140625,3437,593
1240.0428466796875,127,594
198.38839721679688,850,594
11.955886840820312,4026,594
39.15275573730469,3277,595
2828.236572265625,1473,596
70.2933578491211,2758,596
17.520549774169922,3458,596
4714.310546875,1965,597
17.618051528930664,2585,597
307.8329772949219,3013,597
1063.1129150390625,3616,597
52.42346954345703,3282,598
178.39984130859375,4075,598
499.13311767578125,438,599
62.3770637512207,3490,599
25.50705909729004,2863,600
171.29931640625,614,601
431.0693054199219,1349,601
74.34397888183594,2296,601
25.58506202697754,721,602
69.60331726074219,2115,602
18.285078048706055,2473,602
2366.52587890625,3720,602
11.817450523376465,3979,602
4195.60107421875,1725,603
10.028837203979492,3219,603
350.00347900390625,3381,604
832.4095458984375,113,605
45.6077766418457,1357,605
110.53380584716797,2377,605
31.964004516601562,3658,606
23.192461013793945,977,607
1155.6025390625,1508,607
66.09429168701172,1361,608
216.84042358398438,1621,608
692.2566528320312,2785,609
90.90959167480469,4036,609
175.10995483398438,462,610
11.154173851013184,2070,612
127.33350372314453,3380,612
222.08346557617188,773,613
19.99847984313965,855,613
16.051603317260742,887,613
84.65884399414062,639,615
17.932376861572266,1549,615
831.7325439453125,1937,615
472.3865051269531,438,616
443.6253356933594,1709,616
705.1511840820312,418,617
345.727294921875,2374,617
938.978271484375,3766,617
127.93473815917969,195,618
12.730530738830566,524,618
17.147294998168945,685,618
98.0188980102539,1309,618
10.919386863708496,1455,618
169.87246704101562,3281,618
141.88829040527344,3658,619
388.8561096191406,1398,620
20.005582809448242,935,621
34.79377746582031,1275,621
1716.8115234375,1767,621
509.13525390625,4076,621
22.226356506347656,1549,622
110.61994934082031,1854,622
25.387542724609375,2018,623
385.21575927734375,2275,623
67.06942749023438,3833,623
251.0215606689453,2565,624
15.217859268188477,3292,624
318.8975830078125,313,625
12.054242134094238,269,626
23.807987213134766,283,626
13.774271011352539,1411,626
162.72842407226562,2939,626
58.96498107910156,2219,627
17.610015869140625,912,628
56.737525939941406,1710,628
1077.2796630859375,520,629
318.49481201171875,2499,629
71.57637786865234,359,630
493.23162841796875,1488,630
789.6768798828125,3567,630
923.1839599609375,3408,631
170.40980529785156,3747,631
16.119224548339844,780,632
14.953756332397461,2661,632
72.99737548828125,4052,633
528.6281127929688,390,634
11.21306037902832,1411,634
272.1072082519531,2033,634
506.5736389160156,2639,634
56.64149856567383,483,636
13.843770027160645,992,636
134.48716735839844,2613,636
1209.4166259765625,650,637
36.14967727661133,1563,637
227.95652770996094,3819,637
915.69482421875,4058,638
737.9259643554688,940,639
842.406494140625,1481,639
306.25567626953125,2954,639
17.664796829223633,80,640
14.637279510498047,1035,640
31.554231643676758,1049,640
314.4131774902344,1915,640
12.65037727355957,3111,640
252.40264892578125,521,641
802.2229614257812,1258,641
18.688858032226562,1802,641
3590.752197265625,2660,641
337.394775390625,3827,641
25.536861419677734,3964,641
657.3347778320312,2418,642
230.33001708984375,619,643
840.3170166015625,4066,643
19.066858291625977,123,644
83.26290130615234,311,644
277.3546447753906,983,645
178.09243774414062,1623,645
46.6318359375,1972,646
45.783512115478516,1269,647
43.96080780029297,2499,647
21.79823875427246,2743,648
98.86038970947266,3512,648
115.65869903564453,3680,648
572.9362182617188,460,649
14.289447784423828,3031,649
10.528043746948242,712,650
1054.843505859375,4036,650
98.72859191894531,153,651
588.7376708984375,982,651
16.661733627319336,2078,652
10.803352355957031,2137,655
356.7436218261719,325,656
28.73958396911621,1830,656
27.262405395507812,1970,656
20.4948673248291,2153,657
