X,Y,BRIGHTNESS
937,110,2879.76806640625
2037,110,122.3260498046875
2189,110,1254.7047119140625
2497,110,3399.173095703125
2596,110,1058.2205810546875
2580,112,271.82366943359375
430,113,402.6302185058594
1262,113,430.424072265625
2041,113,146.47352600097656
2647,113,342.5830383300781
3811,113,282.1058349609375
3812,113,1856.654541015625
334,114,763.2619018554688
1413,114,671.11669921875
1477,114,2556.999267578125
2294,114,797.284423828125
2822,114,2117.213134765625
2917,114,433.3410949707031
3146,114,725.8246459960938
3187,114,3133.35302734375
3651,114,2455.7041015625
2226,115,3989.165771484375
2819,115,3778.599609375
3381,115,143.2021026611328
3802,115,173.4792938232422
1449,116,912.680419921875
2514,116,1630.093017578125
329,117,225.4783935546875
787,117,385.5438232421875
1728,117,2432.5087890625
3247,117,864.327880859375
1830,118,718.7320556640625
1846,118,158.29014587402344
2230,118,320.8190612792969
2279,118,112.75930786132812
724,119,924.875732421875
1742,119,1927.473388671875
2231,119,1009.6644897460938
2618,119,2160.71142578125
2927,119,3476.185546875
2108,120,268.46368408203125
2109,120,552.485107421875
2282,120,2835.85107421875
2517,120,2334.232666015625
2741,120,1398.464111328125
2782,120,2850.920654296875
3509,120,364.1079406738281
1236,121,1270.7794189453125
2661,121,3532.055419921875
2952,121,1479.791015625
3844,121,622.0115356445312
3995,121,465.1554260253906
3602,122,950.96875
81,123,670.8035888671875
1094,123,2177.152099609375
1527,123,144.28179931640625
1530,123,2025.1151123046875
2839,123,2070.51806640625
3735,123,1880.614501953125
212,124,2562.44775390625
1122,124,2766.558349609375
1235,124,117.3326416015625
1673,124,1863.3712158203125
1950,124,1615.244140625
2033,124,2162.9150390625
2676,124,817.5779418945312
114,125,2621.635009765625
2262,125,246.16087341308594
2304,125,526.813720703125
2385,126,1394.9326171875
3183,126,580.6741333007812
886,127,2219.182373046875
1448,127,1108.2816162109375
1796,127,1196.767333984375
2047,127,428.63873291015625
2524,127,693.2775268554688
1117,128,264.20928955078125
1125,128,105.30052947998047
1547,128,343.492431640625
1559,128,114.76433563232422
1955,128,1038.0596923828125
2107,128,273.8145751953125
2214,128,429.5425720214844
2452,128,114.99134826660156
2487,128,254.38304138183594
2761,128,263.2282409667969
2939,128,396.48968505859375
3140,128,246.62347412109375
3259,128,162.51788330078125
3751,128,289.47100830078125
3753,128,144.35488891601562
3819,128,260.8707580566406
327,129,116.86455535888672
1061,129,588.1351318359375
1449,129,3122.51171875
2684,129,7151.07568359375
2767,129,2061.619873046875
3157,129,2295.19287109375
3179,129,1298.8597412109375
3404,129,2312.42333984375
3669,129,326.3149108886719
1831,130,905.748291015625
897,131,165.05271911621094
1831,131,642.5702514648438
2365,131,862.7711791992188
3397,132,295.59222412109375
539,133,5453.2548828125
2068,133,261.1146545410156
2951,133,140.73704528808594
3206,133,683.5520629882812
3998,133,532.4243774414062
825,134,106.94499969482422
826,134,6667.515625
827,134,107.9007797241211
973,134,468.2550048828125
3451,134,343.61102294921875
916,135,903.490234375
1627,135,492.28460693359375
1628,135,121.14291381835938
3726,135,1049.2066650390625
1042,136,1264.1507568359375
1213,136,673.9721069335938
1838,136,2129.0751953125
2254,136,608.6633911132812
2399,136,3453.414794921875
2495,136,732.5731201171875
2782,136,290.033203125
2798,137,2099.882568359375
3337,137,3773.39501953125
127,138,2871.400146484375
41,139,248.92349243164062
1614,139,698.5025634765625
2403,139,559.346923828125
2696,139,238.6047821044922
3187,139,6298.3232421875
3849,139,1180.156494140625
1240,140,964.1912231445312
1925,140,2120.20947265625
2442,140,4034.5849609375
2850,140,1676.3172607421875
3269,140,614.1339111328125
3914,140,2176.9248046875
626,141,1413.5694580078125
995,141,3887.69580078125
2079,141,7957.00341796875
2290,141,2104.563232421875
2505,141,698.3438110351562
2988,141,1254.9676513671875
3709,141,618.5704345703125
3852,141,646.1735229492188
716,142,1340.9417724609375
845,142,1425.977783203125
1253,142,2007.9381103515625
2204,142,2516.45947265625
2281,142,743.949462890625
2854,142,1762.926025390625
829,143,567.3129272460938
1257,143,350.9187316894531
1481,143,734.2332153320312
2044,143,559.9304809570312
2169,143,980.0560302734375
2544,143,841.27099609375
877,144,337.8262023925781
2083,144,495.7121276855469
173,145,998.2833251953125
1999,145,1447.465087890625
2273,145,4098.1767578125
2331,145,3211.77978515625
3228,145,3430.164794921875
384,146,1416.683837890625
2539,146,1597.325439453125
3191,146,1440.49609375
182,147,3578.050048828125
866,147,215.09165954589844
1510,147,2918.95703125
1664,147,122.39299011230469
3024,147,146.58502197265625
3981,147,213.29449462890625
1508,148,511.4384765625
2223,148,1326.7615966796875
2468,148,2013.6583251953125
2917,148,707.7042846679688
2924,148,366.9689025878906
3208,148,388.00872802734375
791,149,2632.718017578125
1130,149,2570.773681640625
1481,149,2315.0595703125
2090,149,5004.02783203125
2226,149,2271.910888671875
3039,149,2066.646240234375
3568,149,7444.8193359375
1192,150,510.2977600097656
1331,150,619.7640380859375
2323,150,605.2922973632812
2532,150,2907.484375
3703,150,1339.7752685546875
1077,151,940.7279052734375
1194,151,412.9988708496094
2911,151,224.134521484375
3015,151,887.16796875
3703,151,2541.2431640625
3707,151,1850.228271484375
187,152,540.0613403320312
386,152,926.0337524414062
1652,152,1437.988525390625
2325,152,1655.4071044921875
470,153,1881.7042236328125
487,153,192.40774536132812
1721,153,1646.125
2716,153,2772.681396484375
3117,153,1471.5048828125
3140,153,826.530029296875
3689,153,2069.244873046875
470,154,168.15003967285156
1671,154,861.2578125
2046,154,142.40682983398438
2668,154,1149.2916259765625
3135,154,393.07574462890625
3356,154,2126.404296875
3950,154,1999.6749267578125
2098,155,646.498291015625
2370,155,513.15625
2719,155,1892.615966796875
1402,156,1673.058837890625
1426,156,190.94418334960938
2370,156,472.5013732910156
2371,156,948.8037109375
3501,156,1059.0712890625
3937,156,1377.0634765625
3959,156,585.129638671875
674,157,654.9229125976562
733,157,992.3566284179688
783,157,2953.43115234375
1029,157,1267.6141357421875
1097,157,1212.7144775390625
1684,157,686.7669677734375
2427,157,288.79852294921875
2942,157,701.374755859375
643,158,975.2559204101562
1097,158,1252.72900390625
1607,158,185.16392517089844
2257,158,2478.333984375
2258,158,561.896484375
2334,158,4966.00390625
2764,158,2143.75
1233,159,1859.717529296875
2334,159,100.1023178100586
169,160,3768.594482421875
893,160,826.5084228515625
1364,160,1133.56787109375
1734,160,3106.173095703125
2451,160,820.4375610351562
470,161,103.68464660644531
471,161,6771.8095703125
859,161,181.82066345214844
1413,161,920.6486206054688
2417,161,400.6695861816406
3206,161,222.76516723632812
3576,161,1150.421142578125
3844,161,969.2269287109375
810,162,1983.6129150390625
1692,162,724.0452270507812
1936,162,1995.8968505859375
1937,162,3093.260009765625
2009,162,4057.220458984375
3409,162,552.0712280273438
277,163,1892.4600830078125
1699,163,4070.91162109375
1700,163,114.56495666503906
2941,163,3258.111083984375
1111,164,1659.2646484375
1156,164,479.9422607421875
1797,164,680.9738159179688
3210,164,1109.558837890625
3967,164,703.1179809570312
349,165,6403.19140625
420,165,258.01849365234375
1699,165,4836.75390625
1700,165,287.386474609375
1810,165,914.2907104492188
2565,165,564.2404174804688
3016,165,1132.1192626953125
3215,165,495.0229797363281
3363,165,855.0367431640625
1206,166,4263.69189453125
1741,166,251.93202209472656
1797,166,3677.55810546875
2566,166,5787.24072265625
1357,167,233.79299926757812
2441,167,2920.59814453125
3378,167,209.1181182861328
1430,168,274.6628723144531
2061,168,1322.1771240234375
2557,168,3282.05029296875
3951,168,3532.78076171875
1430,169,306.07196044921875
1715,169,2321.284423828125
1843,169,1205.7159423828125
1922,169,659.2305908203125
1976,169,2435.522705078125
2045,169,1357.5186767578125
2117,169,399.8415222167969
2223,169,120.5925064086914
2462,169,1443.6002197265625
2577,169,839.1317749023438
2738,169,8478.3203125
2787,169,655.5834350585938
3561,169,3644.802978515625
1456,170,547.9502563476562
2957,170,101.67473602294922
3154,170,2811.315673828125
3326,170,1572.7537841796875
233,171,1141.2733154296875
1787,171,6832.5859375
2154,171,301.4859924316406
2350,171,3285.357666015625
3124,171,3322.22021484375
3125,171,174.80838012695312
4024,171,128.3249053955078
1790,172,1490.785888671875
2522,172,1780.603515625
2770,172,895.8602905273438
1186,173,2525.29736328125
1344,173,1361.6268310546875
2261,173,1613.3997802734375
2509,173,1201.8004150390625
2532,173,640.9375610351562
1408,174,1963.186279296875
2577,174,1537.6385498046875
174,175,2067.457275390625
2891,175,1278.9639892578125
3472,175,2991.97802734375
4023,175,1173.496826171875
952,176,2223.186279296875
953,176,2346.4228515625
2694,176,3450.3974609375
2765,176,334.7461853027344
3205,176,859.80859375
3279,176,1364.0306396484375
1547,177,2088.966552734375
2061,177,620.5029296875
3116,177,243.4003143310547
1339,178,703.2403564453125
3253,178,415.7003173828125
115,179,812.8580932617188
2334,179,1664.2108154296875
2362,179,1170.2816162109375
2883,179,4449.26904296875
3858,179,411.36029052734375
366,180,937.942626953125
1682,180,1714.8389892578125
2535,180,465.2454528808594
2753,180,2308.962646484375
3423,180,1038.1956787109375
231,181,1344.6639404296875
813,181,1029.39404296875
3428,181,1090.107666015625
3618,181,2195.35693359375
1869,182,1707.74755859375
3083,182,291.83349609375
3431,182,1116.392333984375
239,183,2715.986083984375
1027,183,444.42852783203125
1204,183,812.2894287109375
3807,183,714.8665161132812
1553,184,756.3859252929688
2319,184,3634.511962890625
2574,184,1352.552978515625
384,185,933.0541381835938
423,185,1677.67919921875
547,185,2467.14208984375
2707,185,102.1787109375
3890,185,667.6673583984375
1435,186,1036.0335693359375
2133,186,965.5077514648438
2619,186,119.55548095703125
2708,186,216.3866729736328
3434,186,1981.2735595703125
1506,187,1784.71533203125
3679,187,1837.5626220703125
572,188,5517.4287109375
1084,188,1960.9251708984375
2142,188,1319.515869140625
2321,188,8048.3974609375
2710,188,1758.17724609375
2776,189,741.2191162109375
3270,189,1504.7508544921875
3271,189,150.4891815185547
1801,190,444.38421630859375
2425,190,612.5081787109375
3539,190,1252.5081787109375
704,191,1240.8834228515625
1910,191,973.3948364257812
2196,191,129.41519165039062
2318,191,347.1123962402344
2980,191,1767.5352783203125
3186,191,181.59994506835938
2068,192,374.7171936035156
2675,192,668.17529296875
3186,192,241.57164001464844
2191,193,1106.325439453125
2791,193,1481.6396484375
3360,193,2468.097412109375
165,194,2012.1817626953125
463,194,2741.88232421875
1913,194,2246.8837890625
2604,194,3500.19287109375
2615,194,4090.7978515625
3944,194,180.3937530517578
108,195,272.57354736328125
1348,195,2628.8427734375
2334,195,2173.7451171875
2527,195,437.8791809082031
2620,195,1581.9176025390625
2940,195,746.9061889648438
1484,196,2006.76123046875
2310,196,3387.342529296875
2607,196,835.5848999023438
2833,196,2853.06787109375
1714,197,1615.013671875
1955,197,2100.292724609375
2110,197,653.8945922851562
2155,197,3582.126708984375
2618,197,568.5941162109375
2664,197,2782.501708984375
3061,197,2117.60791015625
3117,197,716.3905639648438
548,198,178.86737060546875
688,198,814.1068725585938
1700,198,168.04832458496094
2156,198,494.4854431152344
954,199,338.2389221191406
2731,199,375.4967956542969
3243,199,1745.7569580078125
3255,199,1303.8104248046875
3578,199,397.3886413574219
852,200,2788.669677734375
1237,200,287.0389404296875
2997,200,459.693115234375
3344,200,2846.699951171875
541,201,1546.0245361328125
1222,201,2254.36962890625
1901,201,298.0441589355469
2728,201,685.1925659179688
3248,201,1095.0531005859375
2488,202,3455.26171875
2673,202,2339.514892578125
2757,202,1946.9508056640625
2784,202,2365.885009765625
2785,202,1586.75146484375
2787,202,2389.14697265625
2792,202,1138.4091796875
2977,202,2474.769775390625
954,203,115.92652893066406
1181,203,156.6693878173828
2736,203,167.11810302734375
2758,203,517.8150634765625
2778,203,3804.04833984375
3592,203,1267.3077392578125
3803,203,989.6039428710938
219,204,168.6495361328125
402,204,1207.0308837890625
1758,204,3022.697265625
1760,204,2987.79296875
2058,204,648.5944213867188
2671,204,2257.50537109375
2672,204,4735.88037109375
2760,204,575.4415893554688
2782,204,233.79998779296875
3368,204,1724.05419921875
2035,205,336.7081604003906
2492,205,645.8091430664062
2591,205,134.46031188964844
2667,205,632.5631713867188
2669,205,1156.1939697265625
2718,205,1335.053466796875
2720,205,305.7535400390625
2772,205,3421.875
2780,205,2467.006591796875
2785,205,519.30029296875
2833,205,185.97134399414062
2834,205,623.7927856445312
2835,205,2793.050048828125
2836,205,1894.8433837890625
2841,205,3237.92626953125
2848,205,3959.1630859375
2852,205,220.68289184570312
2862,205,2729.56298828125
2863,205,117.47218322753906
2891,205,3168.939453125
651,206,983.3449096679688
1835,206,2366.900390625
2379,206,354.2189025878906
2589,206,2364.520263671875
2619,206,1541.173583984375
2620,206,2195.154052734375
2691,206,3570.872314453125
2698,206,3927.892333984375
2700,206,1735.7255859375
2705,206,5107.35595703125
2706,206,193.0997314453125
2727,206,387.2893981933594
2728,206,1386.8526611328125
2729,206,5315.61376953125
2773,206,1864.506103515625
2774,206,1516.8812255859375
2776,206,3033.667236328125
2777,206,562.1654663085938
2788,206,3708.685791015625
2794,206,4066.677978515625
2819,206,3638.9150390625
2864,206,266.3462829589844
2865,206,5512.7587890625
2869,206,702.7467041015625
2874,206,101.62731170654297
3134,206,954.1669921875
3395,206,1500.1563720703125
3813,206,1277.06494140625
1886,207,2608.0087890625
2463,207,487.97528076171875
2551,207,1757.3223876953125
2651,207,1464.186279296875
2666,207,131.83018493652344
2667,207,1788.6519775390625
2669,207,3195.689208984375
2699,207,3585.302490234375
2700,207,437.1080017089844
2701,207,245.01597595214844
2704,207,519.0360107421875
2705,207,5005.63720703125
2706,207,231.02609252929688
2709,207,140.54403686523438
2711,207,992.3666381835938
2715,207,102.89684295654297
2716,207,2925.71826171875
2753,207,1399.91748046875
2759,207,294.8873291015625
2804,207,4190.1923828125
2809,207,122.34444427490234
2820,207,1803.77978515625
2821,207,238.63412475585938
2828,207,232.93661499023438
2878,207,1616.3892822265625
2883,207,378.8370056152344
2892,207,1313.389404296875
2893,207,1320.6719970703125
2894,207,1336.2581787109375
2895,207,1324.39697265625
2896,207,1327.0660400390625
3065,207,1022.96533203125
3074,207,3522.025390625
3678,207,2538.017822265625
24,208,2945.852783203125
2623,208,1304.942626953125
2625,208,386.49346923828125
2627,208,690.199462890625
2652,208,2458.6123046875
2687,208,508.65692138671875
2714,208,1301.663330078125
2749,208,4565.5107421875
2750,208,4754.59814453125
2810,208,303.9422912597656
2864,208,105.28305053710938
2866,208,4630.7646484375
2877,208,2219.5537109375
2895,208,2007.051513671875
